Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
4.635,-70.07,-12.5,3.292,0.043466,
4.64,-69.7405,-11.5,6.531,0.0792,
4.645,-69.2662,-10.7,3.22,0.106933,
4.65,-68.6577,-10,4.026,0.130222,
4.655,-67.968,-9.1,0.699,0.1416,
4.66,-67.2472,-8.2,2.284,0.143733,
4.665,-66.5392,-7.3,-5.124,0.135022,
4.67,-65.8983,-6.6,-3.746,0.117688,
4.675,-65.3673,-6.3,-8.735,0.094933,
4.68,-64.9584,-6.4,-3.216,0.068888,
4.685,-64.666,-6.7,-5.277,0.050488,
4.69,-64.4866,-6.7,3.555,0.036888,
4.695,-64.4084,-6.5,-7.471,0.009777,
4.7,-64.3944,-6.3,4.624,0.008711,
4.705,-64.3987,-6.4,2.353,0.001066,
4.71,-64.4011,-6.4,-2.708,0,
4.715,-64.4035,-6.4,-2.702,-0.002133,
4.72,-64.4029,-6.4,-0.854,-0.000533,
4.725,-64.3987,-6.4,0.915,0.004266,
4.73,-64.3999,-6.4,0.175,0,
4.735,-64.3999,-6.4,0.393,0.001066,
4.74,-64.4023,-6.4,-1.46,0,
4.745,-64.4011,-6.4,2.574,0.0016,
4.75,-64.4005,-6.4,-0.601,-0.000533,
4.755,-64.4035,-6.4,2.397,0.001155,
4.76,-64.4011,-6.4,-0.186,0,
4.765,-64.3999,-6.4,0.738,0.001066,
4.77,-64.3999,-6.4,1.832,0.003822,
4.775,-64.4035,-6.4,0.191,-0.001066,
4.78,-64.4023,-6.5,-3.78,-0.0032,
4.785,-64.4023,-6.5,0.803,-0.001066,
4.79,-64.4023,-6.4,-2.921,0,
4.795,-64.4011,-6.5,1.663,0.004355,
4.8,-64.4035,-6.4,-0.438,-0.000533,
4.805,-64.4048,-6.5,-0.629,-0.001155,
4.81,-64.4023,-6.4,-2.784,-0.0016,
4.815,-64.4048,-6.5,2.082,-0.000533,
4.82,-64.4011,-6.4,-3.582,0,
4.825,-64.4023,-6.4,-1.668,-0.000533,
4.83,-64.3974,-6.4,1.159,0.003822,
4.835,-64.4011,-6.4,0.363,0.001066,
4.84,-64.4011,-6.4,-5.926,-0.003288,
4.845,-64.4023,-6.4,-4.577,-0.002133,
4.85,-64.4023,-6.4,-0.532,-0.001066,
4.855,-64.4029,-6.4,0.715,-0.000533,
4.86,-64.4029,-6.5,-3.98,-0.002133,
4.865,-64.3993,-6.4,-1.3,0.001066,
4.87,-64.4035,-6.4,0.094,-0.002666,
4.875,-64.4011,-6.4,1.368,0.001066,
4.88,-64.4035,-6.4,3.588,-0.001066,
4.885,-64.4035,-6.4,-1.835,-0.002666,
4.89,-64.4023,-6.5,-1.83,-0.001066,
4.895,-64.4042,-6.4,-3.359,-0.001688,
4.9,-64.406,-6.4,-0.944,-0.003288,
4.905,-64.4035,-6.4,2.654,0.001688,
4.91,-64.3999,-6.4,1.605,0.002666,
4.915,-64.3987,-6.4,-0.088,0.003733,
4.92,-64.4048,-6.5,-1.024,-0.003822,
4.925,-64.4054,-6.4,0.631,-0.001688,
4.93,-64.4042,-6.4,3.703,-0.001155,
4.935,-64.406,-6.4,-1.45,-0.004355,
4.94,-64.4023,-6.5,3.782,0.003822,
4.945,-64.3987,-6.5,4.24,0.002666,
4.95,-64.4023,-6.4,-0.863,-0.001066,
4.955,-64.4054,-6.4,-4.013,-0.002755,
4.96,-64.4017,-6.5,-4.512,-0.0016,
4.965,-64.4048,-6.4,1.286,0.0016,
4.97,-64.4017,-6.4,-1.324,0.000533,
4.975,-64.4011,-6.5,-0.374,0.000533,
4.98,-64.4011,-6.5,1.643,0.002133,
4.985,-64.4048,-6.5,-3.838,-0.002222,
4.99,-64.4035,-6.4,-1.035,-0.000533,
4.995,-64.4054,-6.4,1.879,-0.001688,
5,-64.4011,-6.5,-3.367,0,
5.005,-64.4029,-6.4,-0.649,0.001155,
5.01,-64.3999,-6.4,-0.006,0.003822,
5.015,-64.406,-6.4,6.387,0.000533,
5.02,-64.3999,-6.4,-2.58,0.0016,
5.025,-64.3987,-6.4,1.068,0.002133,
5.03,-64.4005,-6.4,-4.022,-0.000533,
5.035,-64.4023,-6.4,-1.398,0.001688,
5.04,-64.4035,-6.4,-1.919,-0.002133,
5.045,-64.3987,-6.4,3.105,0.005422,
5.05,-64.3974,-6.4,-3.984,0.004355,
5.055,-64.4023,-6.5,-3.572,-0.0032,
5.06,-64.4005,-6.4,-1.896,0.003822,
5.065,-64.3993,-6.4,3.089,0.0016,
5.07,-64.3993,-6.4,0.956,0.002666,
5.075,-64.4011,-6.4,-1.933,0,
5.08,-64.4029,-6.5,1.75,0.001688,
5.085,-64.4017,-6.5,-1.962,-0.000533,
5.09,-64.4023,-6.5,-1.012,-0.002133,
5.095,-64.3974,-6.4,-0.455,0.005422,
5.1,-64.4017,-6.4,3.963,0.000533,
5.105,-64.4023,-6.4,0.514,-0.001066,
5.11,-64.4005,-6.4,-1.538,0,
5.115,-64.4011,-6.4,-3.381,-0.001066,
5.12,-64.3999,-6.5,0.01,0.000533,
5.125,-64.4011,-6.4,-1.343,0.0016,
5.13,-64.3999,-6.4,-0.953,0.001066,
5.135,-64.3999,-6.5,-1.157,0.001066,
5.14,-64.3999,-6.5,0.829,0,
5.145,-64.4035,-6.4,1.208,-0.004266,
5.15,-64.3987,-6.4,2.332,0.0032,
5.155,-64.4035,-6.4,-6.418,-0.0032,
5.16,-64.4017,-6.4,-1.758,0.000533,
5.165,-64.4011,-6.4,1.472,0.002133,
5.17,-64.3999,-6.4,-0.251,0.002666,
5.175,-64.3993,-6.4,3.152,0.003733,
5.18,-64.3999,-6.5,1.516,0.002133,
5.185,-64.4011,-6.4,-3.486,0.001066,
5.19,-64.4011,-6.4,-3.011,-0.002133,
5.195,-64.4023,-6.4,4.449,0.002755,
5.2,-64.4011,-6.5,3.756,0.001066,
5.205,-64.3968,-6.4,1.139,0.001155,
5.21,-64.3993,-6.4,-0.97,0.001066,
5.215,-64.3993,-6.4,-2.722,-0.003288,
5.22,-64.3956,-6.4,2.323,0.002222,
5.225,-64.3932,-6.5,0.416,-0.001688,
5.23,-64.3865,-6.5,-2.545,0.007022,
5.235,-64.3755,-6.4,5.138,0.004355,
5.24,-64.3334,-6.4,0.83,0.010844,
5.245,-64.2558,-6.4,0.711,0.017955,
5.25,-64.1545,-6.4,-0.116,0.022222,
5.255,-64.0544,-6.4,2.682,0.019555,
5.26,-63.947,-6.4,1.057,0.023911,
5.265,-63.853,-6.4,-0.534,0.014666,
5.27,-63.7511,-6.4,-0.904,0.021688,
5.275,-63.6626,-6.4,-3.3,0.013511,
5.28,-63.5655,-6.3,1.913,0.022844,
5.285,-63.466,-6.3,2.075,0.019022,
5.29,-63.347,-6.3,3.963,0.029866,
5.295,-63.2152,-6.3,3.293,0.031466,
5.3,-63.0705,-6.3,-2.378,0.033688,
5.305,-62.9088,-6.3,2.441,0.032533,
5.31,-62.7355,-6.4,0.8,0.036888,
5.315,-62.5523,-6.3,0.663,0.036355,
5.32,-62.3625,-6.3,-2.916,0.034222,
5.325,-62.1697,-6.3,1.524,0.037422,
5.33,-61.9725,-6.3,0.743,0.044533,
5.335,-61.7845,-6.3,2.17,0.037422,
5.34,-61.5758,-6.3,-0.121,0.044444,
5.345,-61.3664,-6.2,2.188,0.046133,
5.35,-61.1492,-6.2,0.483,0.046044,
5.355,-60.9184,-6.2,2.992,0.045066,
5.36,-60.6786,-6.3,-0.977,0.046666,
5.365,-60.4332,-6.3,-1.193,0.045066,
5.37,-60.1799,-6.3,-2.373,0.051022,
5.375,-59.9291,-6.2,5.623,0.051466,
5.38,-59.6672,-6.2,0.905,0.054311,
5.385,-59.3993,-6.2,-1.678,0.0504,
5.39,-59.1185,-6.2,-0.924,0.058577,
5.395,-58.8335,-6.2,1.458,0.056977,
5.4,-58.5387,-6.2,-2.277,0.060711,
5.405,-58.2372,-6.1,1.033,0.061244,
5.41,-57.9283,-6.2,3.376,0.065688,
5.415,-57.6134,-6.2,2.016,0.0656,
5.42,-57.296,-6.2,2.478,0.065688,
5.425,-56.9658,-6.1,3.338,0.067288,
5.43,-56.6319,-6.1,-0.684,0.065155,
5.435,-56.2846,-6.1,0.077,0.067822,
5.44,-55.9331,-6.1,0.571,0.071644,
5.445,-55.5736,-6.1,-1.901,0.068888,
5.45,-55.2043,-6.1,-1.031,0.073777,
5.455,-54.8259,-6,1.393,0.075377,
5.46,-54.4377,-6,3.247,0.080355,
5.465,-54.0508,-6.1,-0.83,0.075911,
5.47,-53.651,-6.1,1.646,0.0808,
5.475,-53.2445,-6,1.658,0.082488,
5.48,-52.8307,-6,-1.431,0.084622,
5.485,-52.4156,-6,-0.677,0.084088,
5.49,-51.9939,-5.9,-0.041,0.087288,
5.495,-51.5703,-5.9,1.02,0.084622,
5.5,-51.1467,-6,-0.537,0.085155,
5.505,-50.7237,-6,-0.261,0.084088,
5.51,-50.2959,-6,-3.625,0.084088,
5.515,-49.8558,-6,0.479,0.087911,
5.52,-49.4139,-6,3.963,0.0928,
5.525,-48.969,-5.9,-0.839,0.091111,
5.53,-48.5185,-5.9,-2.286,0.089511,
5.535,-48.0675,-5.9,-0.091,0.086755,
5.54,-47.6122,-6,1.671,0.092711,
5.545,-47.1513,-5.9,0.234,0.093333,
5.55,-46.6875,-5.9,0.646,0.0928,
5.555,-46.2212,-5.9,-0.735,0.090577,
5.56,-45.7439,-5.9,-1.035,0.094933,
5.565,-45.2721,-5.9,0.5,0.093866,
5.57,-44.7954,-5.9,-0.216,0.0944,
5.575,-44.3144,-5.9,-1.937,0.092266,
5.58,-43.8274,-5.9,-1.042,0.096533,
5.585,-43.3403,-5.9,-1.403,0.093866,
5.59,-42.8526,-5.8,-5.731,0.093866,
5.595,-42.3607,-5.9,4.081,0.099822,
5.6,-41.8749,-5.9,-0.387,0.093777,
5.605,-41.3951,-5.9,-2.449,0.0944,
5.61,-40.9197,-5.8,5.626,0.093777,
5.615,-40.4424,-5.9,-0.791,0.093244,
5.62,-39.9608,-5.8,0.472,0.097066,
5.625,-39.4768,-5.8,-0.389,0.097066,
5.63,-38.9824,-5.8,-0.964,0.097155,
5.635,-38.4752,-5.8,-1.829,0.100888,
5.64,-37.9619,-5.8,-2.044,0.101422,
5.645,-37.4382,-5.8,-0.737,0.104177,
5.65,-36.9145,-5.8,1.454,0.106399,
5.655,-36.3878,-5.9,-1.805,0.103644,
5.66,-35.8592,-5.9,-2.375,0.103644,
5.665,-35.3356,-5.8,3.188,0.106844,
5.67,-34.8119,-5.9,-2.518,0.104711,
5.675,-34.2998,-5.8,1.834,0.100888,
5.68,-33.7767,-5.8,0.72,0.102044,
5.685,-33.2481,-5.8,-0.069,0.105866,
5.69,-32.7245,-5.8,-2.466,0.102488,
5.695,-32.188,-5.9,0.328,0.105244,
5.7,-31.6625,-5.9,2.966,0.105777,
5.705,-31.1351,-5.9,-0.14,0.105777,
5.71,-30.6188,-5.8,-0.4,0.104711,
5.715,-30.0987,-5.9,-3.44,0.100977,
5.72,-29.5836,-5.9,1.557,0.101955,
5.725,-29.0636,-5.9,1.441,0.105777,
5.73,-28.5472,-5.9,-0.081,0.104177,
5.735,-28.0333,-5.9,0.762,0.103644,
5.74,-27.52,-5.8,1.812,0.104177,
5.745,-27.0073,-5.9,-1.827,0.102577,
5.75,-26.4971,-5.9,-0.894,0.099822,
5.755,-25.9844,-5.9,3.286,0.102488,
5.76,-25.4784,-6,-1.396,0.097066,
5.765,-24.9748,-5.9,-0.956,0.100355,
5.77,-24.4737,-5.9,-0.042,0.102577,
5.775,-23.9787,-5.9,0.232,0.100977,
5.78,-23.4868,-5.9,-1.777,0.096533,
5.785,-23.0052,-5.9,2.154,0.094933,
5.79,-22.5231,-5.8,3.997,0.098133,
5.795,-22.0513,-5.9,1.153,0.096,
5.8,-21.5856,-5.9,-0.313,0.093244,
5.805,-21.1217,-5.8,0.941,0.093866,
5.81,-20.6578,-5.8,0.255,0.096,
5.815,-20.1976,-5.9,1.322,0.0944,
5.82,-19.7337,-5.8,0.71,0.091733,
5.825,-19.2668,-5.8,2.722,0.095466,
5.83,-18.7981,-5.9,-2.7,0.093866,
5.835,-18.3299,-5.9,0.004,0.093866,
5.84,-17.8618,-5.9,1.266,0.093866,
5.845,-17.4028,-5.9,-0.162,0.090044,
