Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.1507,-5.2,2.778,0.001066,
0.005,-0.1501,-5.2,-4.611,0.002755,
0.01,-0.1568,-5.1,-5.493,-0.005955,
0.015,-0.155,-5.2,-0.815,0.001066,
0.02,-0.155,-5.1,0.595,-0.0016,
0.025,-0.1544,-5.1,-1.408,0,
0.03,-0.1562,-5.1,-0.454,-0.0016,
0.035,-0.1599,-5.2,-2.315,-0.003288,
0.04,-0.1562,-5.1,1.267,-0.001066,
0.045,-0.1562,-5.1,-1.05,0,
0.05,-0.1611,-5.1,1.363,-0.0016,
0.055,-0.1562,-5.1,1.711,0.002755,
0.06,-0.1684,-5.1,-0.924,-0.007555,
0.065,-0.1715,-5.1,-1.69,0,
0.07,-0.1757,-5.1,0.713,-0.0016,
0.075,-0.1751,-5.2,-3.612,0.001066,
0.08,-0.1897,-5.2,-1.458,-0.004888,
0.085,-0.2458,-5.6,-5.831,-0.017866,
0.09,-0.3789,-5.4,2.48,-0.029866,
0.095,-0.5541,-5.3,-4.888,-0.040711,
0.1,-0.7481,-5.2,1.857,-0.040088,
0.105,-0.9422,-5.1,0.565,-0.0352,
0.11,-1.1272,-5,-1.006,-0.034755,
0.115,-1.295,-5,-5.029,-0.035822,
0.12,-1.444,-5,1.841,-0.032622,
0.125,-1.577,-5.1,-2.786,-0.026577,
0.13,-1.7156,-5.2,-1.879,-0.029333,
0.135,-1.8633,-5.2,-2.899,-0.030933,
0.14,-2.0293,-5.2,2.96,-0.036888,
0.145,-2.2106,-5.2,-3.165,-0.032622,
0.15,-2.4223,-5.2,-1.224,-0.045511,
0.155,-2.6433,-5.2,-4.846,-0.0472,
0.16,-2.8703,-5.1,2.492,-0.042844,
0.165,-3.1072,-5.1,-2.465,-0.045066,
0.17,-3.3464,-5.2,-3.588,-0.051555,
0.175,-3.5845,-5.2,-3.721,-0.046666,
0.18,-3.8347,-5.1,-0.696,-0.054222,
0.185,-4.0776,-5.1,4.707,-0.044977,
0.19,-4.334,-5.2,-0.255,-0.053155,
0.195,-4.5982,-5.2,-1.169,-0.052622,
0.2,-4.8772,-5.2,1.3,-0.055911,
0.205,-5.161,-5.2,0.002,-0.053688,
0.21,-5.4576,-5.1,4.754,-0.060177,
0.215,-5.7597,-5.2,-5.213,-0.063466,
0.22,-6.068,-5.2,0.781,-0.063466,
0.225,-6.3817,-5.2,-2.951,-0.061866,
0.23,-6.7015,-5.1,2.103,-0.064533,
0.235,-7.0232,-5.2,-1.35,-0.065155,
0.24,-7.3522,-5.2,-2.684,-0.070044,
0.245,-7.694,-5.2,-2.702,-0.068444,
0.25,-8.0486,-5.2,2.979,-0.071644,
0.255,-8.4129,-5.2,-1.952,-0.074311,
0.26,-8.7871,-5.1,3.529,-0.077066,
0.265,-9.1655,-5.2,-3.284,-0.074311,
0.27,-9.558,-5.2,-0.333,-0.082488,
0.275,-9.9498,-5.1,1.576,-0.076444,
0.28,-10.349,-5.1,1.007,-0.078666,
0.285,-10.7555,-5.2,-1.355,-0.084088,
0.29,-11.1681,-5.2,-0.792,-0.086844,
0.295,-11.5788,-5.2,2.309,-0.081866,
0.3,-12.0024,-5.2,2.36,-0.086222,
0.305,-12.4291,-5.2,-2.164,-0.084088,
0.31,-12.8557,-5.2,-4.539,-0.091111,
0.315,-13.2799,-5.2,0.825,-0.083022,
0.32,-13.7236,-5.2,-3.254,-0.091644,
0.325,-14.1661,-5.3,0.099,-0.090577,
0.33,-14.6147,-5.2,-2.309,-0.091111,
0.335,-15.0737,-5.3,-0.636,-0.091644,
0.34,-15.5406,-5.2,3.285,-0.092711,
0.345,-16.0069,-5.2,-2.25,-0.094933,
0.35,-16.4757,-5.3,-1.209,-0.096,
0.355,-16.9481,-5.2,1.182,-0.096,
0.36,-17.4223,-5.2,-0.87,-0.097066,
0.365,-17.8923,-5.2,0.086,-0.093866,
0.37,-18.3635,-5.2,-2.107,-0.0928,
0.375,-18.8335,-5.3,-0.243,-0.093866,
0.38,-19.2973,-5.2,0.737,-0.095466,
0.385,-19.7655,-5.2,-1.62,-0.094933,
0.39,-20.2391,-5.2,-4.659,-0.0944,
0.395,-20.7225,-5.3,0.593,-0.096,
0.4,-21.2108,-5.3,0.79,-0.100888,
0.405,-21.7015,-5.3,-4.623,-0.101955,
0.41,-22.1922,-5.2,0.665,-0.0944,
0.415,-22.683,-5.2,-0.447,-0.097688,
0.42,-23.1767,-5.2,-2.69,-0.103022,
0.425,-23.6571,-5.3,-2.597,-0.096,
0.43,-24.1417,-5.3,3.898,-0.0928,
0.435,-24.6214,-5.3,0.968,-0.093244,
0.44,-25.1,-5.3,-3.361,-0.097688,
0.445,-25.5809,-5.3,2.825,-0.095466,
0.45,-26.0649,-5.3,0.999,-0.096,
0.455,-26.5593,-5.4,-1.752,-0.100355,
0.46,-27.0549,-5.3,1.81,-0.099288,
0.465,-27.5591,-5.3,-0.939,-0.102044,
0.47,-28.0663,-5.2,1.634,-0.102044,
0.475,-28.5741,-5.3,3.2,-0.100888,
0.48,-29.0856,-5.3,0.047,-0.100977,
0.485,-29.5952,-5.3,-2.496,-0.102044,
0.49,-30.1067,-5.3,0.21,-0.102044,
0.495,-30.6175,-5.3,-2.819,-0.100355,
0.5,-31.1351,-5.3,3.171,-0.101955,
0.505,-31.6576,-5.2,3.888,-0.101511,
0.51,-32.1837,-5.3,0.729,-0.106311,
0.515,-32.708,-5.2,0.184,-0.103644,
0.52,-33.2414,-5.2,-1.237,-0.108444,
0.525,-33.7663,-5.3,-1.554,-0.104711,
0.53,-34.2943,-5.3,-3.953,-0.104177,
0.535,-34.8143,-5.2,-2.772,-0.101955,
0.54,-35.3368,-5.2,0.228,-0.100977,
0.545,-35.8556,-5.2,1.464,-0.102577,
0.55,-36.3713,-5.2,2.298,-0.100888,
0.555,-36.8877,-5.2,-0.442,-0.103644,
0.56,-37.401,-5.3,-0.167,-0.104177,
0.565,-37.9155,-5.2,2.168,-0.100888,
0.57,-38.4282,-5.2,2.889,-0.101422,
0.575,-38.9452,-5.2,3.584,-0.102044,
0.58,-39.4591,-5.2,1.587,-0.100888,
0.585,-39.97,-5.2,0.361,-0.101511,
0.59,-40.4741,-5.1,2.521,-0.098755,
0.595,-40.9789,-5.1,0.105,-0.098755,
0.6,-41.4763,-5.2,0.107,-0.100355,
0.605,-41.9695,-5.2,-0.113,-0.096088,
0.61,-42.4596,-5.2,-1.77,-0.100977,
0.615,-42.9411,-5.2,-0.968,-0.096,
0.62,-43.4215,-5.2,-6.613,-0.099288,
0.625,-43.8933,-5.2,1.875,-0.096622,
0.63,-44.3657,-5.2,0.606,-0.094933,
0.635,-44.8393,-5.2,-1.309,-0.096,
0.64,-45.3087,-5.1,-3.627,-0.0944,
0.645,-45.7762,-5.2,-0.519,-0.095466,
0.65,-46.2395,-5.2,0.123,-0.0912,
0.655,-46.6985,-5.2,0.678,-0.0912,
0.66,-47.1526,-5.2,0.472,-0.089511,
0.665,-47.6042,-5.2,-0.724,-0.092177,
0.67,-48.0437,-5.2,2.548,-0.087911,
0.675,-48.4868,-5.2,0.707,-0.088977,
0.68,-48.9269,-5.2,1.105,-0.084088,
0.685,-49.362,-5.1,2.121,-0.085688,
0.69,-49.7948,-5.2,-1.791,-0.088977,
0.695,-50.23,-5.2,-2.324,-0.090133,
0.7,-50.6566,-5.2,-3.301,-0.086844,
0.705,-51.0832,-5.1,-0.134,-0.085688,
0.71,-51.4995,-5.2,2.655,-0.081955,
0.715,-51.9188,-5.2,1.158,-0.084088,
0.72,-52.332,-5.2,-2.299,-0.084622,
0.725,-52.7318,-5.2,0.695,-0.080266,
0.73,-53.1346,-5.2,0.56,-0.083022,
0.735,-53.5234,-5.2,3.149,-0.075911,
0.74,-53.9183,-5.2,1.642,-0.076444,
0.745,-54.301,-5.2,0.305,-0.077066,
0.75,-54.6794,-5.2,0.737,-0.076444,
0.755,-55.0554,-5.2,0.242,-0.076533,
0.76,-55.4234,-5.3,-5.062,-0.076444,
0.765,-55.786,-5.2,2.047,-0.069422,
0.77,-56.14,-5.2,-1.47,-0.069422,
0.775,-56.4885,-5.2,1.891,-0.067822,
0.78,-56.8254,-5.2,0.125,-0.0656,
0.785,-57.1562,-5.2,-1.524,-0.0656,
0.79,-57.4822,-5.2,-0.764,-0.066755,
0.795,-57.7965,-5.2,4.364,-0.059644,
0.8,-58.1072,-5.2,0.512,-0.059733,
0.805,-58.4105,-5.2,3.566,-0.057511,
0.81,-58.7053,-5.2,-0.534,-0.059644,
0.815,-58.9946,-5.2,-0.866,-0.058044,
0.82,-59.2711,-5.2,-0.174,-0.053688,
0.825,-59.5433,-5.2,1.442,-0.052622,
0.83,-59.8039,-5.2,0.929,-0.047733,
0.835,-60.0591,-5.2,4.554,-0.050488,
0.84,-60.3075,-5.2,-1.052,-0.048266,
0.845,-60.5516,-5.2,-3.843,-0.051555,
0.85,-60.7817,-5.2,-0.333,-0.039555,
0.855,-61.0082,-5.1,-0.183,-0.045066,
0.86,-61.2163,-5.3,-0.51,-0.041244,
0.865,-61.4281,-5.2,-1.511,-0.043377,
0.87,-61.6338,-5.3,-4.107,-0.041244,
0.875,-61.8327,-5.2,1.744,-0.040088,
0.88,-62.0256,-5.2,1.163,-0.039022,
0.885,-62.2087,-5.2,1.196,-0.035822,
0.89,-62.3833,-5.2,-0.256,-0.033688,
0.895,-62.5438,-5.2,-0.159,-0.029866,
0.9,-62.6964,-5.2,-2.924,-0.027644,
0.905,-62.8447,-5.2,1.776,-0.026577,
0.91,-62.9918,-5.2,-4.475,-0.030933,
0.915,-63.1261,-5.2,2.113,-0.024444,
0.92,-63.2549,-5.4,-3.081,-0.020088,
0.925,-63.3775,-5.6,3.942,-0.02,
0.93,-63.474,-6.5,-4.315,-0.017422,
0.935,-63.5594,-6.6,-5.001,-0.019466,
0.94,-63.6247,-6.4,-6.261,-0.02,
0.945,-63.6931,-6.5,1.449,-0.017333,
0.95,-63.7608,-6.6,2.939,-0.011377,
0.955,-63.8396,-6.6,5.135,-0.015733,
0.96,-63.9012,-6.8,0.627,-0.011911,
0.965,-63.9708,-6.6,-0.095,-0.014666,
0.97,-64.0306,-6.6,-1.587,-0.012977,
0.975,-64.0794,-6.6,1.382,-0.010222,
0.98,-64.1118,-6.6,5.053,0.000533,
0.985,-64.138,-6.6,-0.889,-0.005955,
0.99,-64.1509,-6.5,-2.045,-0.004888,
0.995,-64.1527,-6.6,-1.873,-0.006488,
1,-64.1545,-6.5,-3.329,-0.003822,
1.005,-64.1875,-6.6,-2.875,-0.012533,
1.01,-64.3016,-6.6,-3.889,-0.029866,
1.015,-64.5024,-6.6,-6.358,-0.047733,
1.02,-64.8076,-6.6,-8.276,-0.067822,
1.025,-65.2055,-6.7,-4.345,-0.084622,
1.03,-65.6816,-6.7,-2.255,-0.100355,
1.035,-66.2224,-7.2,-1.759,-0.110666,
1.04,-66.8096,-7.4,0.521,-0.116177,
1.045,-67.4297,-7.3,-0.274,-0.124799,
1.05,-68.0553,-8,0.178,-0.125333,
1.055,-68.6833,-9.1,0.733,-0.125866,
1.06,-69.2931,-10.5,0.744,-0.118311,
1.065,-69.8674,-11.8,-0.783,-0.110666,
1.07,-70.3935,-20,6.161,-0.096,
1.075,-70.6987,-32.9,12.617,-0.033066,
1.08,-70.7164,-33.5,2.549,0.007022,
1.085,-70.6969,-31.7,-3.454,0,
1.09,-70.7115,-32.4,0.52,-0.006488,
1.095,-70.7262,-33.8,1.022,-0.001688,
1.1,-70.7286,-34.3,3.82,0.0016,
1.105,-70.725,-34.2,-1.337,0,
1.11,-70.7097,-33.5,2.2,0.003822,
1.115,-70.6639,-30.3,-0.392,0.011377,
1.12,-70.5663,-24.3,2.374,0.020622,
1.125,-70.432,-18.4,-0.05,0.026044,
1.13,-70.2709,-14.1,1.392,0.037955,
1.135,-70.0591,-11.7,2.753,0.0488,
1.14,-69.735,-10.8,6.14,0.075377,
1.145,-69.2601,-9.9,5.545,0.107999,
1.15,-68.654,-9.2,2.446,0.128088,
1.155,-67.9625,-8.3,1.58,0.1416,
1.16,-67.2429,-7.5,0.846,0.1432,
1.165,-66.5318,-6.7,-4.431,0.137866,
1.17,-65.8861,-6.2,-7.663,0.120977,
1.175,-65.3508,-6.4,-6.383,0.099288,
1.18,-64.94,-6.6,-11.226,0.070577,
1.185,-64.6526,-6.6,-4.356,0.049866,
1.19,-64.4798,-6.4,-2.455,0.029866,
1.195,-64.4048,-6.5,-2.84,0.007555,
1.2,-64.3956,-6.4,5.707,0.004888,
1.205,-64.3999,-6.4,2.296,0.001066,
1.21,-64.4011,-6.4,-0.735,-0.001066,
1.215,-64.4048,-6.4,-0.899,-0.005422,
1.22,-64.4048,-6.4,-3.589,-0.004355,
1.225,-64.3999,-6.4,1.99,0.002133,
1.23,-64.4035,-6.4,-0.534,0,
1.235,-64.4042,-6.4,-0.247,-0.001688,
1.24,-64.4048,-6.5,1.477,-0.002222,
1.245,-64.4048,-6.5,4.205,0,
1.25,-64.4023,-6.4,4.201,0.002222,
1.255,-64.4011,-6.5,-0.458,-0.001066,
1.26,-64.4023,-6.5,1.622,0.001688,
1.265,-64.3962,-6.5,0.313,0.004355,
1.27,-64.4011,-6.4,0.234,0.001066,
1.275,-64.3993,-6.5,0.25,0.002666,
1.28,-64.3987,-6.4,2.172,0.0032,
1.285,-64.3999,-6.4,0.622,0.004355,
1.29,-64.4023,-6.4,-3.631,-0.005422,
1.295,-64.3981,-6.4,-0.043,0.0016,
1.3,-64.3987,-6.4,1.445,0.003733,
1.305,-64.4042,-6.4,-1.327,-0.003822,
1.31,-64.395,-6.4,-3.224,0.004355,
1.315,-64.3987,-6.4,4.061,0,
1.32,-64.3987,-6.4,0.18,0.004266,
1.325,-64.3999,-6.5,0.413,-0.001066,
1.33,-64.3999,-6.5,0.143,-0.001066,
1.335,-64.3974,-6.5,-2.445,0.002222,
1.34,-64.4017,-6.4,-1.01,0,
1.345,-64.4023,-6.5,-1.72,-0.002133,
1.35,-64.3999,-6.4,1.352,0.001066,
1.355,-64.3999,-6.5,6.466,0.0032,
1.36,-64.3999,-6.5,0.755,0,
1.365,-64.4023,-6.4,-0.965,-0.002133,
1.37,-64.4011,-6.5,2.136,0.002133,
1.375,-64.3999,-6.4,-1.623,0.0016,
1.38,-64.4011,-6.5,0.153,-0.001066,
1.385,-64.4011,-6.5,3.052,0,
1.39,-64.4035,-6.4,1.918,-0.002133,
1.395,-64.4011,-6.4,-2.035,-0.000533,
1.4,-64.4011,-6.4,2.821,0.003288,
1.405,-64.3999,-6.5,3.265,0.000533,
1.41,-64.4035,-6.5,-2.537,-0.0032,
1.415,-64.4011,-6.4,-3.59,0.002133,
1.42,-64.4023,-6.4,1.198,-0.000533,
1.425,-64.4011,-6.4,2.17,0.001066,
1.43,-64.4023,-6.4,-0.633,-0.002133,
1.435,-64.3999,-6.4,0.664,0.0016,
1.44,-64.3962,-6.5,4.783,0.005422,
1.445,-64.4011,-6.5,-0.315,0.0016,
1.45,-64.4011,-6.5,5.216,0.003822,
1.455,-64.4029,-6.4,-3.648,-0.002133,
1.46,-64.4023,-6.5,-1.837,-0.001066,
1.465,-64.4011,-6.5,-1.146,-0.002133,
1.47,-64.4011,-6.4,-0.835,-0.001066,
1.475,-64.4005,-6.4,3.723,0.000533,
1.48,-64.4005,-6.5,2.014,0.0016,
1.485,-64.4023,-6.5,-1.045,0,
1.49,-64.4035,-6.4,1.047,-0.002133,
1.495,-64.3999,-6.4,-1.209,0.000533,
1.5,-64.3999,-6.4,-0.445,0.0016,
1.505,-64.4011,-6.5,0.807,-0.001066,
1.51,-64.3987,-6.4,1.293,0.0032,
1.515,-64.4023,-6.4,5.419,0,
1.52,-64.4011,-6.4,3.375,-0.001066,
1.525,-64.3987,-6.4,0.797,0.001066,
1.53,-64.4011,-6.5,1.092,-0.001066,
1.535,-64.3962,-6.4,3.115,0.005955,
1.54,-64.3999,-6.5,-0.507,0,
1.545,-64.3987,-6.5,-1.914,0.001066,
1.55,-64.4011,-6.4,-0.829,-0.001066,
1.555,-64.4011,-6.5,-1.158,-0.002666,
1.56,-64.3987,-6.5,-2.802,0.0032,
1.565,-64.3999,-6.4,-0.482,-0.001066,
1.57,-64.3999,-6.5,0.242,0,
1.575,-64.4017,-6.5,2.006,-0.0016,
1.58,-64.4011,-6.5,-3.922,-0.002133,
1.585,-64.4011,-6.4,1.866,0.001066,
1.59,-64.3999,-6.5,-0.612,0.001066,
1.595,-64.4048,-6.4,1.983,-0.002222,
1.6,-64.4035,-6.5,2.282,-0.001066,
1.605,-64.4023,-6.4,-3.214,-0.002133,
1.61,-64.4029,-6.4,3.865,0,
1.615,-64.3962,-6.4,-0.027,0.004355,
1.62,-64.4035,-6.4,-2.776,-0.002666,
1.625,-64.3999,-6.5,-0.74,0.0032,
1.63,-64.4035,-6.4,2.808,-0.001066,
1.635,-64.4023,-6.5,-1.76,0.001066,
1.64,-64.4035,-6.5,-2.081,-0.0032,
1.645,-64.4011,-6.4,-0.951,-0.001066,
1.65,-64.4035,-6.4,-1.54,-0.001066,
1.655,-64.4035,-6.5,-0.448,-0.0016,
1.66,-64.3999,-6.4,-5.484,0,
1.665,-64.3999,-6.5,-4.573,-0.0016,
1.67,-64.3999,-6.5,-0.19,0,
1.675,-64.3999,-6.5,-0.842,0.001066,
1.68,-64.3987,-6.4,1.719,0.002666,
1.685,-64.3974,-6.4,3.938,0.006044,
1.69,-64.4023,-6.4,-1.13,-0.002133,
1.695,-64.3987,-6.5,-1.003,0.004266,
1.7,-64.4029,-6.4,1.299,-0.001066,
1.705,-64.417,-6.5,0.599,-0.001066,
1.71,-64.4689,-6.6,0.481,-0.013599,
1.715,-64.6068,-6.6,-8.147,-0.035822,
1.72,-64.8583,-6.7,-4.911,-0.058666,
1.725,-65.219,-6.8,-5.459,-0.0792,
1.73,-65.6835,-7.1,-2.687,-0.097688,
1.735,-66.2267,-7.3,-2.283,-0.112355,
1.74,-66.8254,-7.1,-0.064,-0.120444,
1.745,-67.4516,-7.6,-0.953,-0.126933,
1.75,-68.0846,-8.6,-0.091,-0.127555,
1.755,-68.7102,-9.8,-2.034,-0.122044,
1.76,-69.3175,-11.4,2.937,-0.118844,
1.765,-69.8882,-12.6,1.796,-0.111288,
1.77,-70.4039,-20.5,4.86,-0.097688,
1.775,-70.7018,-33.5,12.162,-0.034755,
1.78,-70.7207,-34.2,7.089,0.008088,
1.785,-70.6987,-32.2,-4.914,-0.001066,
1.79,-70.7152,-33.1,-0.537,-0.004355,
1.795,-70.7372,-34.5,-1.172,-0.005422,
1.8,-70.7396,-35.1,-0.339,-0.0016,
1.805,-70.725,-35,1.947,0.005422,
1.81,-70.717,-34.1,2.154,0.002755,
1.815,-70.6688,-30.7,4.777,0.011377,
1.82,-70.5687,-24.8,1.15,0.023911,
1.825,-70.4344,-18.8,-1.777,0.029333,
1.83,-70.2782,-14.4,4.436,0.034133,
1.835,-70.0603,-12.1,3.369,0.051022,
1.84,-69.7398,-11.2,7.373,0.074933,
1.845,-69.2644,-10.3,2.887,0.106844,
1.85,-68.6565,-9.6,2.562,0.128533,
1.855,-67.9649,-8.7,0.774,0.140533,
1.86,-67.2435,-7.7,0.981,0.144355,
1.865,-66.5337,-6.9,-2.285,0.140533,
1.87,-65.8904,-6.3,-3.606,0.123111,
1.875,-65.3606,-6.3,-8.719,0.094933,
1.88,-64.9516,-6.6,-5.274,0.071644,
1.885,-64.6629,-6.7,-9.828,0.045066,
1.89,-64.4872,-6.6,-4.913,0.024888,
1.895,-64.4072,-6.5,-7.209,0.007644,
1.9,-64.3999,-6.4,-0.796,0.000533,
