Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
5.45,-64.4134,-6.5,-2.376,-0.002133,
5.455,-64.4091,-6.4,1.612,0.002755,
5.46,-64.4158,-6.4,-1.675,-0.0032,
5.465,-64.4103,-6.5,0.577,0.004888,
5.47,-64.4146,-6.4,0.697,0.000533,
5.475,-64.4134,-6.5,2.042,0.001066,
5.48,-64.4122,-6.5,-0.514,0.002133,
5.485,-64.4116,-6.5,3.718,0.000533,
5.49,-64.4122,-6.5,-5.855,-0.000533,
5.495,-64.4116,-6.4,1.447,0.0016,
5.5,-64.4116,-6.4,2.007,0.002666,
5.505,-64.4134,-6.4,-2.523,0,
5.51,-64.4128,-6.4,1.51,0,
5.515,-64.411,-6.4,-2.978,0.0016,
5.52,-64.4091,-6.5,-0.823,0.003822,
5.525,-64.4152,-6.4,3.047,-0.000533,
5.53,-64.4146,-6.4,0.148,0,
5.535,-64.4116,-6.4,1.769,0.0016,
5.54,-64.4134,-6.5,-1.736,0.001066,
5.545,-64.4134,-6.5,0.178,0,
5.55,-64.411,-6.5,1.781,0.0032,
5.555,-64.4164,-6.5,0.277,-0.002666,
5.56,-64.4122,-6.5,-3.834,0,
5.565,-64.4097,-6.4,1.786,0.002222,
5.57,-64.4158,-6.5,-2.261,-0.0032,
5.575,-64.4134,-6.5,-0.141,-0.001066,
5.58,-64.4128,-6.5,-1.289,0.000533,
5.585,-64.414,-6.5,-0.274,-0.0016,
5.59,-64.4146,-6.4,-0.93,-0.002133,
5.595,-64.4091,-6.5,1.8,0.005955,
5.6,-64.4128,-6.5,0.145,0.001066,
5.605,-64.4134,-6.4,-0.525,0.000533,
5.61,-64.4122,-6.5,0.387,0.0016,
5.615,-64.4116,-6.4,-0.381,0.001066,
5.62,-64.4122,-6.5,-0.056,0.001066,
5.625,-64.4134,-6.5,0.333,0.001066,
5.63,-64.4103,-6.4,1.014,0.001688,
5.635,-64.4116,-6.5,0.088,0.001066,
5.64,-64.4128,-6.4,-1.972,-0.002755,
5.645,-64.4128,-6.5,0.623,0.000533,
5.65,-64.4085,-6.5,0.194,0.005422,
5.655,-64.4122,-6.4,-0.874,-0.001066,
5.66,-64.4128,-6.4,0.126,0.002133,
5.665,-64.4152,-6.4,-3.752,-0.001066,
5.67,-64.4152,-6.5,1.407,-0.001066,
5.675,-64.4128,-6.4,3.267,0.0016,
5.68,-64.4091,-6.5,-4.007,0.000533,
5.685,-64.411,-6.4,2.297,0.001066,
5.69,-64.4146,-6.4,-0.228,-0.001066,
5.695,-64.4122,-6.5,4.156,0.0016,
5.7,-64.4122,-6.4,1.092,0.000533,
5.705,-64.4116,-6.5,0.129,0.0016,
5.71,-64.411,-6.5,-0.486,0.001066,
5.715,-64.414,-6.4,1.252,-0.002133,
5.72,-64.4116,-6.5,3.339,0.001066,
5.725,-64.4134,-6.5,3.428,0.003288,
5.73,-64.4122,-6.4,-5.276,0,
5.735,-64.4134,-6.5,0.021,0.001066,
5.74,-64.4134,-6.5,2.561,0.002133,
5.745,-64.414,-6.5,-3.654,-0.002133,
5.75,-64.4122,-6.4,0.787,0.002133,
5.755,-64.4128,-6.5,-1.309,0.0016,
5.76,-64.411,-6.4,0.601,0.006488,
5.765,-64.4091,-6.5,5.424,0.005955,
5.77,-64.4122,-6.5,1.661,0.004888,
5.775,-64.4122,-6.4,-3.67,0.002666,
5.78,-64.4128,-6.4,1.891,0.001066,
5.785,-64.4122,-6.5,-2.145,-0.001688,
5.79,-64.4146,-6.4,-3.046,-0.002133,
5.795,-64.4122,-6.5,3.791,0.001066,
5.8,-64.4091,-6.4,-0.327,0.000533,
5.805,-64.4097,-6.4,-5.462,0.000533,
5.81,-64.411,-6.4,2.574,0.001066,
5.815,-64.4085,-6.5,-5.373,-0.000533,
5.82,-64.4067,-6.4,5.917,0.0032,
5.825,-64.4018,-6.4,-0.524,0.003288,
5.83,-64.3994,-6.5,2.152,0.0032,
5.835,-64.3817,-6.4,-1.139,0.005955,
5.84,-64.3359,-6.4,1.675,0.014666,
5.845,-64.2651,-6.4,-2.766,0.014666,
