Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
5.375,-59.9193,-6.2,2.41,0.049333,
5.38,-59.6507,-6.2,0.973,0.055377,
5.385,-59.3834,-6.2,-0.451,0.054222,
5.39,-59.0971,-6.2,-0.415,0.056977,
5.395,-58.8109,-6.2,-2.743,0.054222,
5.4,-58.5155,-6.2,4.389,0.059644,
5.405,-58.2243,-6.2,0.319,0.057511,
5.41,-57.9253,-6.1,-0.681,0.061244,
5.415,-57.614,-6.1,2.425,0.063999,
5.42,-57.2954,-6.1,-0.843,0.063466,
5.425,-56.9627,-6.1,0.429,0.069511,
5.43,-56.6216,-6.1,0.571,0.071022,
5.435,-56.2706,-6.1,2.708,0.071111,
5.44,-55.9105,-6,4.31,0.074844,
5.445,-55.5443,-6,-1.176,0.076533,
5.45,-55.1738,-6.1,2.235,0.0776,
5.455,-54.796,-6.1,-1.76,0.0776,
5.46,-54.417,-6,1.031,0.075911,
5.465,-54.0263,-6.1,-1.423,0.080888,
5.47,-53.6321,-6,-1.326,0.083555,
5.475,-53.2304,-6,1.015,0.080888,
5.48,-52.8081,-6,3.413,0.087911,
5.485,-52.3924,-6,2.051,0.085244,
5.49,-51.9676,-6,-3.672,0.082488,
5.495,-51.5465,-6.1,-1.848,0.083555,
5.5,-51.1247,-6.1,1.099,0.083022,
5.505,-50.706,-6,-4.427,0.084711,
5.51,-50.2751,-6,-1.139,0.086311,
5.515,-49.8436,-6,-0.319,0.087377,
5.52,-49.4029,-5.9,4.462,0.0912,
5.525,-48.9543,-6,-2.504,0.089511,
5.53,-48.499,-6,-1.025,0.091111,
5.535,-48.0461,-6,0.372,0.090044,
5.54,-47.5877,-5.9,4.59,0.094488,
5.545,-47.1288,-5.9,-1.095,0.091111,
5.55,-46.6643,-6,1.647,0.0944,
5.555,-46.1968,-6,-2.715,0.091111,
5.56,-45.7268,-5.9,0.176,0.095466,
5.565,-45.2568,-5.9,2.01,0.0944,
5.57,-44.7795,-6,0.258,0.094933,
5.575,-44.2973,-5.9,-1.751,0.099288,
5.58,-43.806,-5.9,0.324,0.102044,
5.585,-43.3177,-5.9,1.971,0.101511,
5.59,-42.8258,-5.9,2.546,0.100888,
5.595,-42.3363,-5.9,1.136,0.100355,
5.6,-41.8504,-5.9,3.753,0.098755,
5.605,-41.3701,-5.9,-3.019,0.095466,
5.61,-40.8873,-5.9,-1.035,0.096,
5.615,-40.4015,-5.8,2.832,0.096,
5.62,-39.9193,-5.8,3.799,0.097066,
5.625,-39.4335,-5.8,2.371,0.096,
5.63,-38.9403,-5.8,-0.61,0.096533,
5.635,-38.4392,-5.7,0.462,0.099288,
5.64,-37.932,-5.8,1.313,0.099822,
5.645,-37.415,-5.8,2.011,0.103644,
5.65,-36.8919,-5.8,-1.901,0.105866,
5.655,-36.3658,-5.8,1.51,0.106933,
5.66,-35.8409,-5.8,-0.834,0.103111,
5.665,-35.3105,-5.8,-0.442,0.106399,
5.67,-34.7826,-5.9,-0.948,0.103644,
5.675,-34.2528,-5.9,-3.457,0.103644,
5.68,-33.7261,-5.9,0.605,0.108977,
5.685,-33.2066,-5.8,-0.941,0.100977,
5.69,-32.6763,-5.9,1.54,0.106311,
5.695,-32.155,-5.8,-2.136,0.103644,
5.7,-31.6319,-5.8,3.965,0.107999,
5.705,-31.1168,-5.9,-2.455,0.100355,
5.71,-30.6017,-5.8,-0.787,0.099822,
5.715,-30.0798,-5.9,-1.622,0.100888,
5.72,-29.5604,-5.9,-0.597,0.102044,
5.725,-29.0361,-5.9,0.349,0.106933,
5.73,-28.5143,-5.9,-0.231,0.103022,
5.735,-27.9955,-5.9,-5.012,0.101422,
5.74,-27.4803,-6,-3.932,0.102044,
5.745,-26.9682,-5.9,-1.809,0.103111,
5.75,-26.4604,-5.9,-0.116,0.099822,
5.755,-25.9532,-5.9,0.537,0.103111,
5.76,-25.4521,-6,-3.934,0.096622,
5.765,-24.9547,-6,0.696,0.100355,
5.77,-24.4609,-5.9,0.084,0.098755,
5.775,-23.9623,-5.9,-1.923,0.100888,
5.78,-23.4709,-6,-6.924,0.093866,
5.785,-22.9833,-5.9,2.691,0.096533,
5.79,-22.4925,-5.9,3.267,0.098755,
5.795,-22.011,-6,2.192,0.093866,
5.8,-21.5404,-5.9,-0.88,0.093866,
5.805,-21.0777,-5.9,2.92,0.095555,
5.81,-20.6236,-5.9,-1.463,0.092266,
5.815,-20.1732,-5.8,4.156,0.091644,
5.82,-19.7185,-5.8,2.814,0.090577,
5.825,-19.2632,-5.9,-1.24,0.091644,
5.83,-18.7987,-5.8,2.163,0.094933,
5.835,-18.333,-5.8,3.537,0.092177,
5.84,-17.8642,-5.9,-1.619,0.093333,
5.845,-17.3985,-5.9,1.733,0.093866,
