Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0.51,-32.1758,-5.2,1.566,-0.104711,
0.515,-32.7025,-5.2,-4.172,-0.104711,
0.52,-33.2329,-5.3,-3.104,-0.106844,
0.525,-33.7615,-5.2,-5.817,-0.107466,
0.53,-34.2894,-5.3,-2.497,-0.105777,
0.535,-34.8137,-5.2,0.786,-0.102577,
0.54,-35.3362,-5.2,2.3,-0.103111,
0.545,-35.8556,-5.3,0.422,-0.102577,
0.55,-36.3744,-5.2,0.867,-0.103111,
0.555,-36.8895,-5.2,-0.892,-0.103111,
0.56,-37.4046,-5.2,-0.961,-0.101955,
0.565,-37.9179,-5.2,-0.557,-0.101955,
0.57,-38.43,-5.2,-3.283,-0.104711,
0.575,-38.9415,-5.2,-0.037,-0.101955,
0.58,-39.4573,-5.2,0.651,-0.101511,
0.585,-39.9651,-5.2,1.211,-0.102044,
0.59,-40.4717,-5.2,0.426,-0.100977,
0.595,-40.9776,-5.2,-0.72,-0.099288,
0.6,-41.4745,-5.1,0.132,-0.098222,
0.605,-41.9707,-5.1,0.702,-0.100355,
0.61,-42.4626,-5.1,1.627,-0.096,
0.615,-42.9411,-5.1,0.165,-0.098666,
0.62,-43.4245,-5.1,-1.791,-0.096533,
0.625,-43.8951,-5.2,2.403,-0.092711,
0.63,-44.3608,-5.2,-5.675,-0.091111,
0.635,-44.8357,-5.2,-2.366,-0.098755,
0.64,-45.3038,-5.2,-1.033,-0.093333,
0.645,-45.7726,-5.1,-0.001,-0.0944,
0.65,-46.2364,-5.2,0.344,-0.090577,
0.655,-46.6979,-5.2,-0.337,-0.0928,
0.66,-47.1483,-5.1,3.852,-0.086844,
0.665,-47.5975,-5.2,0.462,-0.088977,
0.67,-48.0431,-5.2,-0.176,-0.088977,
0.675,-48.488,-5.1,-0.206,-0.088444,
0.68,-48.9305,-5.1,-0.466,-0.090044,
0.685,-49.3675,-5.1,0.513,-0.088977,
0.69,-49.7991,-5.2,-2.161,-0.085777,
0.695,-50.2275,-5.2,-0.628,-0.087288,
0.7,-50.6493,-5.1,-0.46,-0.081955,
0.705,-51.0765,-5.1,3.056,-0.082488,
0.71,-51.4983,-5.2,1.568,-0.083555,
0.715,-51.9139,-5.1,4.922,-0.081866,
0.72,-52.3204,-5.2,3.137,-0.077066,
0.725,-52.7245,-5.2,0.547,-0.080355,
0.73,-53.1249,-5.2,-1.139,-0.081955,
0.735,-53.5179,-5.2,1.467,-0.078666,
0.74,-53.9067,-5.1,3.608,-0.076444,
0.745,-54.2943,-5.2,-3.087,-0.078133,
0.75,-54.6764,-5.2,0.676,-0.076,
0.755,-55.0523,-5.2,0.723,-0.075377,
0.76,-55.4234,-5.2,2.522,-0.074311,
0.765,-55.7835,-5.2,1.293,-0.070488,
0.77,-56.1351,-5.2,0.081,-0.069422,
0.775,-56.4769,-5.2,2.428,-0.067288,
0.78,-56.815,-5.2,-0.22,-0.066133,
0.785,-57.1459,-5.2,3.191,-0.064622,
0.79,-57.4724,-5.2,0.634,-0.063999,
0.795,-57.7947,-5.2,2.972,-0.064088,
0.8,-58.1047,-5.2,1.148,-0.062933,
0.805,-58.4099,-5.2,1.038,-0.060799,
0.81,-58.7047,-5.2,-1.456,-0.058577,
0.815,-58.9964,-5.1,1.61,-0.058577,
0.82,-59.2687,-5.2,-1.916,-0.054844,
0.825,-59.5366,-5.2,0.52,-0.055377,
0.83,-59.7972,-5.2,0.213,-0.051022,
0.835,-60.0505,-5.2,2.294,-0.0472,
0.84,-60.3032,-5.2,-0.742,-0.046666,
0.845,-60.5504,-5.2,-0.376,-0.050488,
0.85,-60.7817,-5.2,1.728,-0.0456,
0.855,-61.0137,-5.2,1.771,-0.047822,
0.86,-61.2285,-5.2,-0.589,-0.042311,
0.865,-61.4415,-5.2,-0.949,-0.043377,
0.87,-61.6405,-5.2,2.08,-0.035822,
0.875,-61.8334,-5.1,3.762,-0.036355,
0.88,-62.011,-5.2,-3.445,-0.036355,
0.885,-62.1843,-5.2,0.449,-0.035822,
0.89,-62.357,-5.2,-1.326,-0.033066,
0.895,-62.5249,-5.2,3.77,-0.032533,
0.9,-62.6903,-5.2,-2.395,-0.032533,
0.905,-62.852,-5.2,1.314,-0.034666,
0.91,-62.9973,-5.2,-4.504,-0.029333,
0.915,-63.1383,-5.2,4.769,-0.024977,
0.92,-63.2677,-5.4,1.277,-0.024977,
0.925,-63.3794,-5.6,3.937,-0.020622,
0.93,-63.4758,-6.6,0.003,-0.014133,
0.935,-63.5521,-6.7,3.775,-0.012977,
0.94,-63.6144,-6.5,-0.178,-0.010844,
0.945,-63.6803,-6.5,-3.863,-0.014666,
0.95,-63.7541,-6.7,-0.457,-0.014577,
0.955,-63.8347,-6.6,-4.249,-0.020088,
0.96,-63.8994,-6.7,-2.267,-0.012444,
0.965,-63.9671,-6.6,0.689,-0.011377,
0.97,-64.0221,-6.6,-0.527,-0.010311,
0.975,-64.0672,-6.6,-0.271,-0.009155,
0.98,-64.1002,-6.5,-3.081,-0.003822,
0.985,-64.1203,-6.6,-2.629,-0.007555,
0.99,-64.1332,-6.5,-1.637,-0.002222,
0.995,-64.1356,-6.5,0.762,-0.001066,
1,-64.1429,-6.5,-0.068,-0.005422,
1.005,-64.1753,-6.7,-3.334,-0.012,
1.01,-64.2925,-6.6,-2.066,-0.031466,
1.015,-64.503,-6.6,-3.957,-0.049333,
1.02,-64.8106,-6.6,-4.278,-0.071022,
1.025,-65.2019,-6.7,-2.326,-0.085155,
1.03,-65.6767,-6.7,-3.387,-0.101422,
1.035,-66.2175,-7.3,-1.824,-0.111733,
1.04,-66.8102,-7.5,-1.414,-0.122133,
1.045,-67.4278,-7.3,-0.781,-0.125333,
1.05,-68.0608,-7.9,-0.076,-0.127022,
1.055,-68.6925,-9,1.836,-0.124799,
1.06,-69.3034,-10.4,1.006,-0.118755,
1.065,-69.879,-11.8,0.643,-0.111733,
1.07,-70.3996,-20,3.155,-0.0976,
1.075,-70.6944,-32.8,15.113,-0.030933,
1.08,-70.7091,-33.3,4.431,0.008088,
1.085,-70.6969,-31.5,0.715,-0.004355,
1.09,-70.7066,-32.3,-0.291,-0.002133,
1.095,-70.728,-33.7,-3.626,-0.004355,
1.1,-70.728,-34.2,-2.287,-0.000533,
1.105,-70.725,-34.2,-2.583,-0.002755,
1.11,-70.7066,-33.5,0.672,0.005422,
1.115,-70.6615,-30.2,3.289,0.011911,
1.12,-70.5614,-24.2,4.095,0.023822,
1.125,-70.4277,-18.4,-3.418,0.026577,
1.13,-70.2715,-14,3.993,0.034133,
1.135,-70.0609,-11.6,-1.689,0.046133,
1.14,-69.7417,-10.8,-0.074,0.073244,
1.145,-69.2711,-9.9,3.392,0.102577,
1.15,-68.6565,-9.2,6.16,0.132355,
1.155,-67.9674,-8.3,4.081,0.139377,
1.16,-67.2368,-7.5,2.45,0.145422,
1.165,-66.5306,-6.6,-4.203,0.135644,
1.17,-65.8843,-6.3,-2.746,0.121511,
1.175,-65.3478,-6.4,-1.632,0.099288,
1.18,-64.9388,-6.7,-5.009,0.072711,
1.185,-64.6513,-6.6,-2.564,0.048355,
1.19,-64.4762,-6.4,-0.421,0.031466,
1.195,-64.4017,-6.5,-6.913,0.005955,
1.2,-64.3974,-6.4,2.366,0.001155,
1.205,-64.3987,-6.5,1.851,0.001066,
1.21,-64.3999,-6.4,-7.718,-0.003288,
1.215,-64.4017,-6.4,1.486,0.0016,
1.22,-64.3999,-6.4,1.773,-0.001066,
1.225,-64.4011,-6.4,-4.271,-0.003288,
1.23,-64.4011,-6.5,1.492,-0.001066,
1.235,-64.4011,-6.4,0.977,-0.000533,
1.24,-64.3999,-6.4,0.005,0,
1.245,-64.3999,-6.5,2.889,0,
1.25,-64.3999,-6.5,2.383,0.001066,
1.255,-64.3987,-6.4,-2.119,0,
1.26,-64.4005,-6.4,1.113,-0.000533,
1.265,-64.3981,-6.5,2.035,0.000533,
1.27,-64.4023,-6.4,0.348,-0.001066,
1.275,-64.4011,-6.4,2.753,-0.000533,
1.28,-64.3999,-6.5,0.46,0,
1.285,-64.3999,-6.4,3.691,0.0032,
1.29,-64.3999,-6.5,1.964,0,
1.295,-64.3999,-6.5,-1.114,-0.001066,
1.3,-64.4017,-6.5,-0.637,-0.002666,
1.305,-64.3987,-6.5,4.825,0.004266,
1.31,-64.3987,-6.4,-0.149,0.001066,
1.315,-64.3987,-6.5,1.949,0.0016,
1.32,-64.3987,-6.5,2.946,0.004266,
1.325,-64.4023,-6.5,-0.233,-0.002133,
1.33,-64.4023,-6.4,0.056,0,
1.335,-64.3987,-6.4,1.515,0.002133,
1.34,-64.4011,-6.5,0.703,0.001066,
1.345,-64.4011,-6.4,-0.595,-0.000533,
1.35,-64.4023,-6.5,-1.081,-0.002133,
1.355,-64.3999,-6.4,-1.968,-0.002222,
1.36,-64.4035,-6.4,1.791,-0.001066,
1.365,-64.4048,-6.5,-0.781,-0.004355,
1.37,-64.4054,-6.4,-1.795,-0.005955,
1.375,-64.3999,-6.4,3.662,0,
1.38,-64.3999,-6.5,4.059,0.001066,
1.385,-64.3999,-6.5,-1.727,0,
1.39,-64.4011,-6.4,0.469,-0.000533,
1.395,-64.3999,-6.5,1.813,0,
1.4,-64.4011,-6.5,-1.011,-0.003288,
1.405,-64.4011,-6.5,-4.7,-0.001066,
1.41,-64.3999,-6.4,-0.573,0,
1.415,-64.4011,-6.5,-4.281,-0.002133,
1.42,-64.3987,-6.5,1.419,-0.001155,
1.425,-64.3999,-6.4,-1.774,0.001066,
1.43,-64.4011,-6.5,-2.497,-0.000533,
1.435,-64.3999,-6.5,0.854,0.002133,
1.44,-64.4017,-6.4,-1.319,-0.0016,
1.445,-64.4011,-6.4,-2.154,-0.002133,
1.45,-64.3999,-6.4,-1.254,-0.001066,
1.455,-64.4005,-6.4,4.256,0.002666,
1.46,-64.4023,-6.4,1.381,-0.001066,
1.465,-64.3974,-6.5,0.532,0.001688,
1.47,-64.4048,-6.5,1.742,-0.002222,
1.475,-64.4011,-6.4,-1.734,-0.001066,
1.48,-64.3987,-6.4,1.62,0.0032,
1.485,-64.3987,-6.4,0.545,0.0032,
1.49,-64.3999,-6.5,-0.317,-0.002222,
1.495,-64.3987,-6.5,-0.203,0,
1.5,-64.4011,-6.4,-0.756,-0.001066,
1.505,-64.4023,-6.4,0.568,-0.000533,
1.51,-64.4011,-6.5,-2.284,-0.000533,
1.515,-64.3999,-6.5,1.312,0.002133,
1.52,-64.3974,-6.5,2.726,0.002755,
1.525,-64.3987,-6.5,2.681,0.004266,
1.53,-64.395,-6.4,2.425,0.005422,
1.535,-64.3999,-6.4,-2.365,0.0016,
1.54,-64.4011,-6.5,-2.64,0,
1.545,-64.4023,-6.4,-2.06,-0.002133,
1.55,-64.3999,-6.5,-5.076,-0.001066,
1.555,-64.4005,-6.4,0.258,0.002666,
1.56,-64.4035,-6.5,-3.628,-0.0032,
1.565,-64.4048,-6.5,-2.493,-0.003288,
1.57,-64.3987,-6.5,-1.082,-0.001155,
1.575,-64.3999,-6.4,-0.648,0,
1.58,-64.4035,-6.5,1.968,0,
1.585,-64.4029,-6.5,0.883,0.000533,
1.59,-64.3999,-6.5,-2.313,0.001066,
1.595,-64.4023,-6.4,0.07,0.002222,
1.6,-64.4017,-6.4,-0.224,-0.000533,
1.605,-64.4011,-6.4,-0.626,0,
1.61,-64.3999,-6.4,0.801,0.002133,
1.615,-64.3999,-6.4,2.753,0.002133,
1.62,-64.4029,-6.4,-0.763,-0.0016,
1.625,-64.4005,-6.5,-1.461,-0.0016,
1.63,-64.4042,-6.5,4.03,-0.000622,
1.635,-64.4035,-6.5,3.733,-0.0032,
1.64,-64.4035,-6.4,4.194,-0.002133,
1.645,-64.4011,-6.4,-1.383,-0.003288,
1.65,-64.4011,-6.4,-1.354,-0.001066,
1.655,-64.4017,-6.5,0.875,-0.0016,
1.66,-64.3974,-6.4,1.55,0.004355,
1.665,-64.4011,-6.4,-2.506,-0.001066,
1.67,-64.3962,-6.5,0.557,0.003288,
1.675,-64.4011,-6.5,4.494,-0.001066,
1.68,-64.4011,-6.4,-1.212,-0.001066,
1.685,-64.3999,-6.4,-2.563,0,
1.69,-64.3999,-6.5,-0.45,0.001066,
1.695,-64.3999,-6.4,-3.876,0.001066,
1.7,-64.4005,-6.5,1.919,0.000533,
1.705,-64.417,-6.5,-0.738,-0.003288,
1.71,-64.4731,-6.6,-3.659,-0.0168,
1.715,-64.6172,-6.7,-2.418,-0.041244,
1.72,-64.8644,-6.7,-4.483,-0.058666,
1.725,-65.2214,-6.8,-1.829,-0.075911,
1.73,-65.6761,-7.2,-7.276,-0.096,
1.735,-66.2218,-7.3,-0.553,-0.114488,
1.74,-66.8242,-7.2,-0.114,-0.124799,
1.745,-67.4553,-7.6,-2.316,-0.127999,
1.75,-68.0956,-8.4,1.817,-0.127022,
1.755,-68.7254,-9.8,1.842,-0.124711,
1.76,-69.3321,-11.2,2.544,-0.117155,
1.765,-69.8973,-12.6,2.359,-0.108533,
1.77,-70.4082,-20.6,8.393,-0.091733,
1.775,-70.6969,-33.3,11.47,-0.031999,
1.78,-70.7097,-33.7,4.396,0.009777,
1.785,-70.6987,-32.1,-1.092,-0.002133,
1.79,-70.7085,-32.9,1.857,-0.001066,
1.795,-70.7286,-34.3,0.09,-0.001066,
1.8,-70.7317,-34.8,-0.93,0.0016,
1.805,-70.725,-34.7,0.556,-0.001155,
1.81,-70.7079,-33.9,2.642,0.005422,
1.815,-70.6627,-30.5,-0.383,0.012444,
1.82,-70.5626,-24.6,3.458,0.023911,
1.825,-70.4302,-18.7,2.385,0.028711,
1.83,-70.2751,-14.4,3.692,0.034222,
1.835,-70.0658,-12,3.705,0.0472,
1.84,-69.7429,-11.2,9.464,0.076533,
1.845,-69.2693,-10.4,6.95,0.107377,
1.85,-68.6601,-9.5,1.531,0.128622,
1.855,-67.971,-8.7,1.17,0.138933,
1.86,-67.2441,-7.8,0.671,0.144888,
1.865,-66.5337,-6.9,-1.469,0.136177,
1.87,-65.8873,-6.4,-6.613,0.121511,
1.875,-65.3557,-6.3,-6.427,0.099822,
1.88,-64.9504,-6.6,-4.936,0.071111,
1.885,-64.6629,-6.7,-4.919,0.0472,
1.89,-64.4841,-6.6,-3.902,0.028177,
1.895,-64.409,-6.4,-4.515,0.008177,
1.9,-64.4029,-6.4,-1.181,0,
1.905,-64.4066,-6.4,0.011,-0.001066,
1.91,-64.4048,-6.4,3.307,0.0016,
1.915,-64.4078,-6.4,-0.163,-0.000533,
1.92,-64.4084,-6.4,-0.44,-0.002133,
1.925,-64.4054,-6.4,2.728,0.001066,
1.93,-64.4048,-6.5,1.905,0.0032,
1.935,-64.4048,-6.5,-0.49,0,
1.94,-64.4054,-6.4,-0.1,-0.000533,
1.945,-64.4054,-6.4,2.173,0,
1.95,-64.406,-6.4,-0.527,0,
1.955,-64.4054,-6.5,0.589,0,
1.96,-64.4048,-6.5,1.118,0.0016,
1.965,-64.4042,-6.4,0.264,0,
1.97,-64.4054,-6.4,1.915,0.000533,
1.975,-64.406,-6.5,1.145,0.0016,
1.98,-64.4054,-6.4,-0.469,-0.001066,
1.985,-64.4078,-6.5,0.527,-0.001066,
1.99,-64.406,-6.5,1.167,-0.000533,
1.995,-64.4066,-6.4,-0.032,-0.000533,
2,-64.4054,-6.4,0.525,0.000533,
2.005,-64.4054,-6.4,-1.776,-0.000533,
2.01,-64.4054,-6.4,-1.501,0,
2.015,-64.4072,-6.5,-0.384,-0.001066,
2.02,-64.4042,-6.4,0.928,0.0016,
2.025,-64.4054,-6.5,0.031,-0.001688,
2.03,-64.406,-6.5,0.309,-0.000533,
2.035,-64.4048,-6.5,1.9,0.001066,
2.04,-64.406,-6.4,-0.658,0,
2.045,-64.406,-6.5,-0.89,-0.001066,
2.05,-64.4054,-6.4,1.125,0.0016,
2.055,-64.4048,-6.4,0.301,0.000533,
2.06,-64.406,-6.4,1.104,-0.000533,
2.065,-64.4048,-6.4,-0.302,0.001066,
2.07,-64.4054,-6.5,-0.638,0.000533,
2.075,-64.4054,-6.4,-0.49,0,
2.08,-64.4048,-6.5,-0.416,0,
2.085,-64.4072,-6.5,-2.905,-0.0016,
2.09,-64.4084,-6.5,-3.294,-0.003733,
2.095,-64.406,-6.4,1.359,0,
2.1,-64.4054,-6.4,0.484,0,
2.105,-64.4054,-6.4,4.128,0.0016,
2.11,-64.4048,-6.4,-0.909,0.001066,
2.115,-64.4054,-6.5,-0.381,-0.000533,
2.12,-64.4066,-6.4,0.205,-0.002133,
2.125,-64.4078,-6.5,0.312,-0.0016,
2.13,-64.4054,-6.5,-0.951,0.000533,
2.135,-64.4054,-6.4,1.125,0,
2.14,-64.4035,-6.5,0.163,0.001688,
2.145,-64.4054,-6.5,0.17,0,
2.15,-64.406,-6.5,1.022,0,
2.155,-64.4048,-6.4,-1.386,0.000533,
2.16,-64.4054,-6.5,2.677,0.000533,
2.165,-64.4054,-6.4,-1.26,0,
2.17,-64.4066,-6.5,-0.177,-0.003288,
2.175,-64.4078,-6.5,1.443,-0.002133,
2.18,-64.4066,-6.4,-1.822,-0.003822,
2.185,-64.4048,-6.4,-0.115,0.000533,
2.19,-64.4078,-6.4,1.072,-0.0016,
2.195,-64.4048,-6.5,0.504,0.001066,
2.2,-64.406,-6.4,-0.018,0,
2.205,-64.4066,-6.5,-2.233,-0.0016,
2.21,-64.4048,-6.4,-1.595,0,
2.215,-64.4054,-6.5,-0.685,0,
2.22,-64.406,-6.5,-0.338,0,
2.225,-64.4048,-6.4,-0.051,0.000533,
2.23,-64.4066,-6.4,0.497,-0.000533,
2.235,-64.4054,-6.4,-0.789,0,
2.24,-64.4054,-6.5,-0.824,-0.000533,
2.245,-64.4048,-6.4,1.453,0.002666,
2.25,-64.4054,-6.5,-0.397,0.000533,
2.255,-64.4048,-6.5,1.859,0.001066,
2.26,-64.4048,-6.4,-1.28,-0.000533,
2.265,-64.4078,-6.5,0.818,-0.002133,
2.27,-64.4048,-6.4,0.52,0.000533,
2.275,-64.4084,-6.5,2.537,0.002222,
2.28,-64.4054,-6.5,-0.103,0,
2.285,-64.4054,-6.4,-0.416,0.001066,
2.29,-64.406,-6.4,0.298,0.001066,
2.295,-64.4066,-6.4,0.886,-0.0016,
2.3,-64.4054,-6.4,0.442,0,
2.305,-64.4066,-6.4,-2.495,-0.002755,
2.31,-64.4054,-6.5,0.18,-0.000533,
2.315,-64.4048,-6.4,-2.078,-0.000533,
2.32,-64.406,-6.4,0.876,0,
2.325,-64.4054,-6.5,-1.78,0.001066,
2.33,-64.406,-6.5,0.041,-0.000533,
2.335,-64.4066,-6.4,-0.252,-0.0016,
2.34,-64.406,-6.5,0.65,0,
2.345,-64.4042,-6.4,-0.954,0,
2.35,-64.4048,-6.5,0.154,-0.001155,
2.355,-64.406,-6.5,1.56,0.0016,
2.36,-64.406,-6.4,0.803,0,
2.365,-64.4066,-6.4,-4.937,-0.005955,
2.37,-64.4078,-6.4,-2.388,-0.002666,
2.375,-64.4048,-6.4,0.699,0.001066,
2.38,-64.406,-6.5,-2.254,-0.000533,
2.385,-64.4042,-6.4,3.195,-0.003288,
2.39,-64.4042,-6.4,-5.795,-0.002755,
2.395,-64.4072,-6.4,-3.457,-0.003288,
2.4,-64.4084,-6.4,-0.372,-0.0032,
2.405,-64.4243,-6.5,1.494,-0.004355,
2.41,-64.4731,-6.6,-6.076,-0.015733,
2.415,-64.6172,-6.6,-4.053,-0.036888,
2.42,-64.8662,-6.7,3.004,-0.057511,
2.425,-65.2239,-6.9,-0.375,-0.079822,
2.43,-65.6792,-7.2,-4.325,-0.100355,
2.435,-66.2254,-7.3,-1.357,-0.115555,
2.44,-66.8279,-7.2,-1.268,-0.125866,
2.445,-67.4626,-7.7,-0.55,-0.130222,
2.45,-68.0998,-8.7,1.58,-0.127466,
2.455,-68.7291,-10.1,-0.076,-0.122577,
2.46,-69.3376,-11.5,0.918,-0.118222,
2.465,-69.9004,-12.9,3.104,-0.106933,
2.47,-70.41,-20.8,6.348,-0.092177,
2.475,-70.7012,-33.6,15.188,-0.030399,
2.48,-70.7164,-34,2.387,0.006488,
2.485,-70.6969,-32.3,-3.348,0.002133,
2.49,-70.7152,-33.2,-5.883,-0.004355,
2.495,-70.7329,-34.6,2.817,-0.002222,
2.5,-70.7347,-35.2,0.514,0.003288,
2.505,-70.725,-35,3.863,0.005422,
2.51,-70.7115,-34.3,2.339,0.005955,
2.515,-70.6664,-30.8,1.949,0.014577,
2.52,-70.5675,-24.8,3.668,0.022755,
2.525,-70.435,-18.9,-1.28,0.027199,
2.53,-70.2818,-14.6,3.062,0.033155,
2.535,-70.0713,-12.2,2.934,0.047733,
2.54,-69.7435,-11.3,4.117,0.078133,
2.545,-69.2717,-10.5,3.123,0.106311,
2.55,-68.6614,-9.7,2.779,0.130133,
2.555,-67.9717,-8.8,1.596,0.139377,
2.56,-67.2447,-7.9,-0.208,0.143288,
2.565,-66.5325,-7.1,-2.654,0.139377,
2.57,-65.8885,-6.4,-7.77,0.121511,
2.575,-65.3594,-6.3,-6.072,0.097066,
2.58,-64.9504,-6.5,-6.908,0.072177,
2.585,-64.6617,-6.7,-3,0.049422,
2.59,-64.4902,-6.6,-4.449,0.027111,
2.595,-64.4133,-6.5,-4.58,0.006488,
2.6,-64.4054,-6.3,1.004,0.002666,
2.605,-64.4109,-6.4,5.546,0.002666,
2.61,-64.406,-6.4,3.578,0.002666,
2.615,-64.409,-6.4,-0.851,-0.000533,
2.62,-64.4096,-6.4,-5.236,-0.002133,
2.625,-64.4078,-6.4,-1.056,-0.000533,
2.63,-64.4084,-6.4,-1.153,-0.002133,
2.635,-64.4109,-6.4,-0.142,-0.001155,
2.64,-64.406,-6.4,-2.289,0.0032,
2.645,-64.409,-6.4,2.12,0.001155,
2.65,-64.4096,-6.4,-0.064,0.000622,
2.655,-64.4072,-6.4,1.02,0.003822,
2.66,-64.409,-6.5,-3.342,-0.0016,
2.665,-64.4109,-6.4,-2.513,-0.002755,
2.67,-64.4109,-6.4,-3.024,-0.003822,
2.675,-64.4121,-6.4,0.206,-0.002222,
2.68,-64.4054,-6.4,1.084,0.000533,
