Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
2.685,-64.4072,-6.4,2.568,0.002133,
2.69,-64.4109,-6.4,-4.353,-0.004355,
2.695,-64.4103,-6.4,0.548,-0.002755,
2.7,-64.4115,-6.4,-0.366,-0.002222,
2.705,-64.4084,-6.4,1.431,0.001066,
2.71,-64.4072,-6.5,4.227,0.003288,
2.715,-64.4121,-6.4,1.178,-0.002755,
2.72,-64.4109,-6.4,0.69,-0.004355,
2.725,-64.409,-6.5,3.425,0.000533,
2.73,-64.4078,-6.5,-2.711,0.000533,
2.735,-64.4072,-6.4,-0.274,-0.000533,
2.74,-64.4078,-6.5,2.082,0.000533,
2.745,-64.4054,-6.4,2.854,0.000533,
2.75,-64.4072,-6.4,1.406,-0.000533,
2.755,-64.4066,-6.5,1.656,0.002133,
2.76,-64.406,-6.4,4.616,0.0032,
2.765,-64.4109,-6.4,-3.229,-0.002755,
2.77,-64.4066,-6.5,3.664,0.0016,
2.775,-64.4072,-6.4,1.716,0.002133,
2.78,-64.4109,-6.4,0.019,-0.003822,
2.785,-64.4072,-6.4,-0.217,0.000533,
2.79,-64.4072,-6.4,3,0.002755,
2.795,-64.4072,-6.5,-0.049,-0.0016,
2.8,-64.4096,-6.5,-0.549,-0.002133,
2.805,-64.406,-6.4,1.471,0.001066,
2.81,-64.409,-6.5,-1.184,0.001688,
2.815,-64.4109,-6.5,0.867,-0.002222,
2.82,-64.4096,-6.4,-3.761,-0.002666,
2.825,-64.4054,-6.5,2.241,0,
2.83,-64.4103,-6.4,-0.679,-0.003822,
2.835,-64.4084,-6.4,-3.765,-0.0016,
2.84,-64.4066,-6.5,-0.151,0.0016,
2.845,-64.406,-6.4,-0.493,0.000533,
2.85,-64.4109,-6.4,-1.57,-0.003288,
2.855,-64.406,-6.5,1.896,0.000533,
2.86,-64.409,-6.4,-0.286,-0.0016,
2.865,-64.4103,-6.4,-3.423,-0.003822,
2.87,-64.406,-6.4,0.709,0.001066,
2.875,-64.406,-6.5,1.886,0.0016,
2.88,-64.406,-6.5,1.842,0.001066,
2.885,-64.406,-6.4,2.03,0.0016,
2.89,-64.4072,-6.4,-0.791,0,
2.895,-64.4084,-6.4,-2.417,-0.0016,
2.9,-64.4078,-6.4,-1.799,-0.0016,
2.905,-64.406,-6.4,1.091,0.001066,
2.91,-64.4072,-6.4,-1.922,0.001066,
2.915,-64.4096,-6.5,0.099,-0.0032,
2.92,-64.4072,-6.5,-1.679,0.002133,
2.925,-64.4066,-6.5,-0.044,0.001066,
2.93,-64.4121,-6.4,-0.587,-0.005422,
2.935,-64.4072,-6.4,-1.597,-0.001066,
2.94,-64.4078,-6.4,-1.242,0.002755,
2.945,-64.406,-6.4,-4.007,0.0016,
2.95,-64.4084,-6.4,1.208,0.001066,
2.955,-64.4103,-6.5,0.498,0,
2.96,-64.4121,-6.4,-1.837,-0.002755,
2.965,-64.4066,-6.5,-2.379,-0.000533,
2.97,-64.4096,-6.4,-0.388,0,
2.975,-64.4072,-6.5,0.887,0.003288,
2.98,-64.4078,-6.4,0.966,-0.001066,
2.985,-64.4103,-6.4,2.203,0,
2.99,-64.4096,-6.5,3.467,0.001155,
2.995,-64.4096,-6.4,0.844,-0.002133,
3,-64.4072,-6.5,0.572,-0.002133,
3.005,-64.4103,-6.4,-4.071,-0.003822,
3.01,-64.4121,-6.4,-1.873,-0.004888,
3.015,-64.4084,-6.5,-1.039,-0.001066,
3.02,-64.4109,-6.4,-0.416,-0.001688,
3.025,-64.406,-6.4,2.344,0.001066,
3.03,-64.4103,-6.4,0.798,-0.000622,
3.035,-64.4121,-6.5,4.058,-0.005422,
3.04,-64.4096,-6.4,-2.125,-0.004266,
3.045,-64.4078,-6.4,-2.95,-0.002133,
3.05,-64.409,-6.4,-1.438,0.000533,
3.055,-64.4084,-6.4,2.291,0.001066,
3.06,-64.4096,-6.4,1.253,-0.0016,
3.065,-64.4121,-6.5,-5.169,-0.005422,
3.07,-64.4096,-6.4,-2.933,-0.0032,
3.075,-64.4096,-6.4,1.821,-0.001066,
3.08,-64.4096,-6.5,4.209,-0.001066,
3.085,-64.409,-6.5,1.736,-0.000533,
3.09,-64.4096,-6.4,-0.865,-0.001066,
3.095,-64.4072,-6.5,0.828,0.0016,
3.1,-64.4084,-6.4,-0.115,-0.001066,
3.105,-64.4267,-6.5,-0.547,-0.0032,
3.11,-64.4762,-6.6,-2.942,-0.017422,
3.115,-64.6178,-6.7,-5.047,-0.038577,
3.12,-64.8668,-6.7,-4.108,-0.060177,
3.125,-65.2208,-7,-0.856,-0.0776,
3.13,-65.6792,-7.2,-4.942,-0.103111,
3.135,-66.2236,-7.2,-4.803,-0.117688,
3.14,-66.8279,-7.2,-1.842,-0.127555,
3.145,-67.462,-7.8,-0.8,-0.127999,
3.15,-68.1017,-8.8,0.241,-0.126399,
3.155,-68.7309,-10.3,2.706,-0.121511,
3.16,-69.3364,-11.8,3.578,-0.116088,
3.165,-69.9022,-13.1,-0.176,-0.112266,
3.17,-70.4125,-20.9,6.971,-0.093866,
3.175,-70.6993,-33.7,14.812,-0.031466,
3.18,-70.7164,-34.2,2.81,0.007022,
3.185,-70.6993,-32.5,-3.5,-0.0016,
3.19,-70.714,-33.3,-2.579,-0.003822,
3.195,-70.7353,-34.8,-1.496,-0.005422,
3.2,-70.7347,-35.3,4.906,0.004355,
3.205,-70.7268,-35.2,-0.138,0.001066,
3.21,-70.7127,-34.4,2.404,0.004888,
3.215,-70.67,-30.9,5.091,0.012,
3.22,-70.5675,-25,1.794,0.021688,
3.225,-70.4356,-19,1.962,0.027199,
3.23,-70.2818,-14.7,4.103,0.034222,
3.235,-70.07,-12.3,0.394,0.048355,
3.24,-69.7472,-11.4,3.102,0.074844,
3.245,-69.2735,-10.6,4.744,0.104177,
3.25,-68.6614,-9.8,2.677,0.128533,
3.255,-67.9704,-8.9,1.567,0.1416,
3.26,-67.2429,-8,0.889,0.147022,
3.265,-66.5349,-7.2,-1.477,0.137244,
3.27,-65.8873,-6.5,-6.182,0.124799,
3.275,-65.3587,-6.3,-3.237,0.098222,
3.28,-64.9492,-6.5,-7.768,0.073777,
3.285,-64.6629,-6.7,-3.149,0.049955,
3.29,-64.4896,-6.6,-4.016,0.024977,
3.295,-64.4096,-6.5,-3.22,0.009777,
3.3,-64.4054,-6.3,4.685,0.005955,
3.305,-64.409,-6.4,-0.655,-0.002133,
3.31,-64.4115,-6.4,-1.874,-0.003822,
3.315,-64.409,-6.4,-1.69,0.001155,
3.32,-64.4096,-6.4,1.575,0,
3.325,-64.409,-6.5,-1.233,0.001688,
3.33,-64.409,-6.4,-0.854,-0.002133,
3.335,-64.4078,-6.4,3.476,0.0016,
3.34,-64.4096,-6.5,2.987,0,
3.345,-64.4072,-6.4,-1.84,0.001066,
3.35,-64.406,-6.4,2.195,0.0032,
3.355,-64.4072,-6.4,5.34,0.003288,
3.36,-64.4096,-6.4,6.125,0.001688,
3.365,-64.409,-6.5,6.021,0.001155,
3.37,-64.4078,-6.4,4.895,0.000533,
3.375,-64.406,-6.4,4.671,0.002133,
3.38,-64.4084,-6.5,-1.278,0,
3.385,-64.4084,-6.5,-0.752,-0.002666,
3.39,-64.4084,-6.4,-1.675,-0.002133,
3.395,-64.4072,-6.4,1.234,0.000533,
3.4,-64.4072,-6.5,6.082,0.004355,
3.405,-64.4084,-6.5,-1.441,-0.002133,
3.41,-64.409,-6.4,-1.435,0.001688,
3.415,-64.4096,-6.4,-3.675,-0.002133,
3.42,-64.4066,-6.4,3.078,0.002666,
3.425,-64.4096,-6.4,-0.24,-0.0016,
3.43,-64.4084,-6.4,-2.835,0.000533,
3.435,-64.4096,-6.4,1.171,-0.002666,
3.44,-64.406,-6.4,0.903,0.0032,
3.445,-64.4115,-6.4,-5.96,-0.002755,
3.45,-64.409,-6.4,2.298,-0.000533,
3.455,-64.4103,-6.4,0.156,-0.001688,
3.46,-64.4078,-6.4,2.653,0.000533,
3.465,-64.4078,-6.4,0.871,0.002222,
3.47,-64.4072,-6.5,1.664,0.000533,
3.475,-64.4096,-6.5,0.626,-0.002133,
3.48,-64.4066,-6.5,-3.565,0.001066,
3.485,-64.4078,-6.4,-0.999,-0.001066,
3.49,-64.406,-6.4,0.525,0.001066,
3.495,-64.4084,-6.5,2.54,-0.001066,
3.5,-64.406,-6.4,-0.074,0.000533,
3.505,-64.4072,-6.4,-1.254,-0.0016,
3.51,-64.4103,-6.5,0.284,0,
3.515,-64.4054,-6.4,-2.736,-0.001066,
3.52,-64.4066,-6.5,4.31,0.001066,
3.525,-64.4078,-6.4,2.012,0.000533,
3.53,-64.406,-6.4,-1.364,-0.000533,
3.535,-64.4078,-6.5,2.725,-0.001066,
3.54,-64.4096,-6.4,3.948,0.000622,
3.545,-64.4066,-6.5,-1.214,0.000533,
3.55,-64.4109,-6.4,-3.765,-0.004355,
3.555,-64.406,-6.5,0.016,0.001066,
3.56,-64.406,-6.5,-0.324,0.000533,
3.565,-64.4054,-6.5,1.781,0.0032,
3.57,-64.4115,-6.5,-1.878,-0.003822,
3.575,-64.4078,-6.4,-3.256,-0.001066,
3.58,-64.4072,-6.4,0.224,0,
3.585,-64.4084,-6.5,3.523,0.001066,
3.59,-64.4072,-6.4,2.876,0.003288,
3.595,-64.4084,-6.4,-3.038,-0.002666,
3.6,-64.4078,-6.4,-2.182,-0.0016,
3.605,-64.406,-6.4,0.095,0.002133,
3.61,-64.406,-6.5,2.803,0.000533,
3.615,-64.4109,-6.5,-2.303,-0.004888,
3.62,-64.4048,-6.4,-0.371,0.0016,
3.625,-64.4054,-6.5,-1.388,0.000533,
3.63,-64.4066,-6.5,2.485,0.002133,
3.635,-64.406,-6.5,10.132,0.002666,
3.64,-64.4042,-6.4,-1.894,0.0016,
3.645,-64.409,-6.4,-3.56,-0.002666,
3.65,-64.4054,-6.5,-4.503,0.000533,
3.655,-64.406,-6.4,-1.54,0,
3.66,-64.406,-6.5,1.262,0,
3.665,-64.4072,-6.4,-1.94,-0.001066,
3.67,-64.406,-6.5,3.771,0.002666,
3.675,-64.406,-6.5,5.342,0.006488,
3.68,-64.406,-6.5,5.121,0.004355,
3.685,-64.4072,-6.4,-1.229,-0.0016,
3.69,-64.4066,-6.4,0.636,0,
3.695,-64.4072,-6.4,-2.057,-0.000533,
3.7,-64.409,-6.4,-2.284,-0.002133,
3.705,-64.4096,-6.4,-2.139,-0.0016,
3.71,-64.4072,-6.5,-0.641,0.0016,
3.715,-64.4078,-6.4,-3.14,-0.0016,
3.72,-64.4066,-6.4,-0.157,0,
3.725,-64.406,-6.4,5.907,0.004355,
3.73,-64.4054,-6.5,-2.384,0.000533,
3.735,-64.406,-6.5,1.129,0,
3.74,-64.4066,-6.5,0.212,0,
3.745,-64.4066,-6.5,-0.889,0,
3.75,-64.4066,-6.5,0.774,-0.000533,
3.755,-64.4084,-6.4,3.951,0,
3.76,-64.4066,-6.5,1.175,0.002133,
3.765,-64.4072,-6.5,2.858,0.001066,
3.77,-64.4066,-6.4,-0.183,-0.000533,
3.775,-64.4066,-6.5,2.915,0.002666,
3.78,-64.4066,-6.5,-0.771,-0.000533,
3.785,-64.4072,-6.4,-1.413,-0.001066,
3.79,-64.409,-6.5,-0.698,-0.0016,
3.795,-64.4072,-6.4,-2.257,-0.0016,
3.8,-64.4109,-6.5,1.196,-0.004355,
3.805,-64.4249,-6.5,0.392,-0.005422,
3.81,-64.4762,-6.6,-1.196,-0.014133,
3.815,-64.6129,-6.7,1.061,-0.032533,
3.82,-64.8662,-6.8,-5.288,-0.060266,
3.825,-65.2208,-6.9,-0.845,-0.078666,
3.83,-65.678,-7.2,-2.986,-0.097688,
3.835,-66.2206,-7.2,-1.646,-0.113422,
3.84,-66.8285,-7.3,-1.996,-0.127022,
3.845,-67.4614,-7.9,2.833,-0.125333,
3.85,-68.1017,-9,0.237,-0.128622,
3.855,-68.7291,-10.4,4.073,-0.120444,
3.86,-69.3364,-11.8,1.76,-0.117155,
3.865,-69.8998,-13.3,0.984,-0.108533,
3.87,-70.4076,-21,6.434,-0.090666,
3.875,-70.7012,-33.8,17.1,-0.033688,
3.88,-70.7164,-34.3,3.742,0.007644,
3.885,-70.6999,-32.5,-1.733,-0.002133,
3.89,-70.7146,-33.4,-1.379,-0.003288,
3.895,-70.7317,-34.9,-1.917,-0.002222,
3.9,-70.7329,-35.4,-1.456,0.003288,
3.905,-70.7262,-35.3,-1.278,0.004355,
3.91,-70.7109,-34.5,2.877,0.006488,
3.915,-70.6645,-31,5.688,0.018488,
3.92,-70.5663,-25,-0.36,0.020622,
3.925,-70.4338,-19.2,-0.83,0.027644,
3.93,-70.2818,-14.8,5.408,0.035288,
3.935,-70.0725,-12.3,2.848,0.049866,
3.94,-69.7484,-11.5,6.507,0.074311,
3.945,-69.276,-10.7,5.04,0.104711,
3.95,-68.6626,-9.9,4.47,0.131822,
3.955,-67.9723,-8.9,2.528,0.142666,
3.96,-67.246,-8.1,1.412,0.143733,
3.965,-66.5343,-7.2,-1.071,0.137777,
3.97,-65.8891,-6.6,-4.086,0.123199,
3.975,-65.3606,-6.3,-3.867,0.096533,
3.98,-64.9516,-6.5,-5.953,0.070044,
3.985,-64.6629,-6.7,-2.827,0.051022,
3.99,-64.4896,-6.7,-1.675,0.026044,
3.995,-64.4109,-6.5,-6.442,0.009777,
4,-64.4084,-6.3,1.595,0.002222,
4.005,-64.4096,-6.4,2.555,0.001155,
4.01,-64.4103,-6.4,-3.768,-0.001155,
4.015,-64.4103,-6.4,2.358,0,
4.02,-64.4103,-6.4,3.007,0,
4.025,-64.4103,-6.4,-2.513,-0.001688,
4.03,-64.4084,-6.4,5.11,0.002755,
4.035,-64.4145,-6.5,-1.032,-0.005955,
4.04,-64.4066,-6.4,0.863,0.000533,
4.045,-64.4121,-6.4,6.018,0.002133,
4.05,-64.4103,-6.5,-0.032,0.0016,
4.055,-64.409,-6.4,-0.961,0.001688,
4.06,-64.406,-6.4,-1.358,0.002133,
4.065,-64.4096,-6.4,0.008,-0.002666,
4.07,-64.4109,-6.4,-1.773,-0.003288,
4.075,-64.4096,-6.4,2.458,0,
4.08,-64.4096,-6.4,-3.057,-0.0032,
4.085,-64.4109,-6.4,1.114,0,
4.09,-64.4121,-6.5,-0.657,-0.002755,
4.095,-64.4115,-6.4,4.267,-0.000533,
4.1,-64.4103,-6.5,5.224,0.002666,
4.105,-64.4127,-6.4,3.347,-0.001066,
4.11,-64.4084,-6.5,-2.263,0,
4.115,-64.4078,-6.4,0.918,0.000533,
4.12,-64.4109,-6.5,-1.137,-0.002222,
4.125,-64.4127,-6.4,2.428,-0.003288,
4.13,-64.4139,-6.4,-2.553,-0.001066,
4.135,-64.4109,-6.4,1.466,0,
4.14,-64.4096,-6.5,2.273,0.001155,
4.145,-64.4096,-6.5,-0.603,0.001155,
4.15,-64.4115,-6.4,0.396,-0.002755,
4.155,-64.4096,-6.5,1.108,0.001155,
4.16,-64.4096,-6.4,1.407,-0.001066,
4.165,-64.4078,-6.4,0.782,0.000533,
4.17,-64.4103,-6.4,1.91,0.001066,
4.175,-64.4066,-6.4,1.737,0.000533,
4.18,-64.4109,-6.4,2.553,-0.003822,
4.185,-64.4109,-6.4,3.168,0,
4.19,-64.4121,-6.5,3.253,-0.002755,
4.195,-64.4096,-6.4,-1.88,-0.0016,
4.2,-64.4084,-6.4,1.651,0,
4.205,-64.4078,-6.5,-0.848,0.001066,
4.21,-64.4103,-6.5,-0.142,0.000533,
4.215,-64.4109,-6.4,-0.282,-0.001688,
4.22,-64.4103,-6.4,-1.137,0.001066,
4.225,-64.4084,-6.4,-0.971,0.000533,
4.23,-64.4109,-6.4,2.228,0,
4.235,-64.4109,-6.4,0.501,-0.001155,
4.24,-64.4109,-6.5,-0.424,-0.001688,
4.245,-64.4078,-6.4,3.539,0.002755,
4.25,-64.409,-6.4,-2.64,-0.002133,
4.255,-64.4115,-6.5,-3.572,-0.004888,
4.26,-64.4109,-6.5,2.929,-0.003288,
4.265,-64.4139,-6.4,-1.182,-0.002666,
4.27,-64.4078,-6.4,1.899,0,
4.275,-64.4084,-6.5,1.141,0.001688,
4.28,-64.4121,-6.4,2.582,0,
4.285,-64.4084,-6.4,4.144,0.002222,
4.29,-64.4109,-6.4,0.863,-0.001155,
4.295,-64.4084,-6.5,-0.702,0.001688,
4.3,-64.4103,-6.4,-0.18,0.001066,
4.305,-64.4072,-6.4,3.049,0.003822,
4.31,-64.4072,-6.5,2.518,0.003288,
4.315,-64.4109,-6.5,-0.544,-0.002755,
4.32,-64.4103,-6.5,1.391,0.001066,
4.325,-64.4127,-6.5,3.089,-0.002133,
4.33,-64.4127,-6.4,-1.498,-0.005422,
4.335,-64.4096,-6.4,3.845,-0.000533,
4.34,-64.4121,-6.5,0.453,-0.000533,
4.345,-64.4121,-6.5,-1.134,-0.004355,
4.35,-64.4109,-6.4,-0.474,0,
4.355,-64.4103,-6.5,1.452,0.001066,
4.36,-64.4115,-6.4,3.321,-0.000533,
4.365,-64.409,-6.5,3.244,0.002222,
4.37,-64.4133,-6.5,-0.805,-0.003288,
4.375,-64.4096,-6.5,-1.318,0.000622,
4.38,-64.4145,-6.4,-0.087,-0.0032,
4.385,-64.4115,-6.4,-4.596,-0.002755,
4.39,-64.409,-6.5,-1.264,0.000533,
4.395,-64.4121,-6.4,-1.756,-0.0016,
4.4,-64.4084,-6.4,-6.424,-0.0016,
4.405,-64.4121,-6.5,1.699,-0.001066,
4.41,-64.409,-6.4,1.675,0.001688,
4.415,-64.4109,-6.4,-0.733,0,
4.42,-64.4096,-6.5,-2.87,-0.002666,
4.425,-64.4133,-6.4,-0.547,-0.003822,
4.43,-64.4109,-6.5,3.867,0.000533,
4.435,-64.4109,-6.4,-0.549,-0.001688,
4.44,-64.4109,-6.4,2.436,0,
4.445,-64.4109,-6.4,2.395,0,
4.45,-64.4103,-6.4,1.306,0.0016,
4.455,-64.409,-6.4,2.641,0.002222,
4.46,-64.4096,-6.4,3.178,0.000622,
4.465,-64.4145,-6.4,-1.532,-0.0032,
4.47,-64.4109,-6.5,1.082,-0.002222,
4.475,-64.4084,-6.4,-4.145,-0.001066,
4.48,-64.4096,-6.4,1.338,0.001688,
4.485,-64.4103,-6.4,2.711,-0.001155,
4.49,-64.4109,-6.4,1.35,0.002133,
4.495,-64.4121,-6.4,-3.803,-0.004355,
4.5,-64.4133,-6.5,0.744,-0.003822,
4.505,-64.4286,-6.5,-0.631,-0.003288,
4.51,-64.4768,-6.6,-5.353,-0.019555,
4.515,-64.6141,-6.7,-4.504,-0.037955,
4.52,-64.8607,-6.8,-2.51,-0.059111,
4.525,-65.2208,-7,-4.853,-0.077066,
4.53,-65.6798,-7.3,-3.509,-0.100355,
4.535,-66.2254,-7.2,-3.871,-0.117155,
4.54,-66.8297,-7.3,0.15,-0.124266,
4.545,-67.4632,-8,-1.941,-0.127999,
4.55,-68.1017,-9,2.926,-0.124799,
4.555,-68.7303,-10.5,4.298,-0.121511,
4.56,-69.3346,-12,4.05,-0.116088,
4.565,-69.8985,-13.3,1.361,-0.109599,
4.57,-70.4051,-21,6.01,-0.0944,
4.575,-70.7012,-33.9,15.676,-0.030933,
4.58,-70.7164,-34.4,0.729,0.006488,
4.585,-70.6999,-32.6,-3.191,-0.000533,
4.59,-70.7127,-33.5,-0.828,-0.0032,
4.595,-70.7353,-34.9,2.826,-0.004888,
4.6,-70.739,-35.4,-2.062,-0.004355,
4.605,-70.7262,-35.3,3.463,0.004355,
4.61,-70.7152,-34.5,2.006,0.002666,
4.615,-70.6682,-31.1,2.672,0.012444,
4.62,-70.5681,-25,1.933,0.021688,
4.625,-70.435,-19.2,1.925,0.027199,
4.63,-70.2812,-14.9,2.18,0.033688,
4.635,-70.07,-12.4,2.968,0.052711,
4.64,-69.7484,-11.5,6.273,0.073777,
4.645,-69.2735,-10.7,1.973,0.103111,
4.65,-68.6626,-9.9,6.018,0.132355,
4.655,-67.9741,-9,-1.093,0.138311,
4.66,-67.2466,-8.2,1.336,0.145866,
4.665,-66.5367,-7.3,-1.439,0.136711,
4.67,-65.8922,-6.6,-2.576,0.121511,
4.675,-65.3612,-6.3,-5.468,0.0976,
4.68,-64.9535,-6.5,-6.928,0.073244,
4.685,-64.6678,-6.7,-8.348,0.046666,
4.69,-64.4933,-6.6,-4.667,0.026044,
4.695,-64.4176,-6.5,-2.048,0.007022,
4.7,-64.4115,-6.3,-0.577,0,
4.705,-64.4121,-6.4,2.289,0.001066,
4.71,-64.4121,-6.4,0.779,0.000533,
4.715,-64.4133,-6.4,0.172,-0.001066,
4.72,-64.4127,-6.4,-0.64,-0.001066,
4.725,-64.4151,-6.4,-0.912,-0.001066,
4.73,-64.4127,-6.4,-4.376,-0.000533,
4.735,-64.4133,-6.4,-2.214,-0.002133,
4.74,-64.4164,-6.4,-3.233,-0.003822,
4.745,-64.4115,-6.4,0.489,0.0016,
4.75,-64.4127,-6.4,-2.43,-0.000533,
4.755,-64.4127,-6.4,0.637,0.000533,
4.76,-64.4096,-6.4,-1.329,0.002755,
4.765,-64.4121,-6.5,-1.199,0,
4.77,-64.4096,-6.4,0.351,0.001688,
4.775,-64.4158,-6.4,-2.18,-0.001155,
4.78,-64.4096,-6.4,1.321,0.002755,
4.785,-64.4115,-6.5,0.968,0.003822,
4.79,-64.4151,-6.5,-8.599,-0.002666,
4.795,-64.4158,-6.4,0.591,-0.001688,
4.8,-64.4139,-6.4,0.232,-0.001066,
4.805,-64.409,-6.4,-0.998,0.004888,
4.81,-64.4145,-6.5,1.947,-0.002133,
4.815,-64.4164,-6.5,-1.335,-0.001688,
4.82,-64.4145,-6.4,3.584,-0.0016,
4.825,-64.4127,-6.4,1.831,0.002755,
4.83,-64.4133,-6.4,0.313,-0.000533,
4.835,-64.4139,-6.4,-3.836,-0.003822,
4.84,-64.4151,-6.4,1.033,-0.0016,
4.845,-64.4133,-6.5,1.917,-0.0016,
4.85,-64.4121,-6.4,0.452,0.000533,
4.855,-64.4109,-6.4,-2.943,0.0016,
4.86,-64.4133,-6.5,2.42,0.002222,
4.865,-64.4139,-6.4,-3.725,-0.002133,
4.87,-64.4121,-6.5,1.289,0.0016,
4.875,-64.409,-6.5,0.472,0.002222,
4.88,-64.4145,-6.4,0.348,-0.0016,
4.885,-64.409,-6.4,10.712,0.008177,
4.89,-64.409,-6.4,-0.825,0,
4.895,-64.417,-6.5,-8.21,-0.005422,
4.9,-64.4133,-6.4,-2.628,-0.001066,
4.905,-64.4127,-6.4,-2.118,0.000533,
4.91,-64.4084,-6.5,-1.286,0.003288,
4.915,-64.4133,-6.5,-10.126,-0.004888,
4.92,-64.417,-6.4,-5.263,-0.003822,
4.925,-64.4145,-6.4,3.247,-0.001066,
4.93,-64.4145,-6.4,4.537,0.000533,
4.935,-64.4145,-6.5,-3.772,-0.003733,
4.94,-64.4158,-6.5,-3.875,-0.004355,
4.945,-64.409,-6.5,3.037,0.002755,
4.95,-64.4109,-6.5,-1.801,0.002133,
4.955,-64.4121,-6.4,1.391,0.000533,
4.96,-64.4133,-6.4,0.541,-0.000533,
4.965,-64.4127,-6.4,-5.863,-0.004355,
4.97,-64.4164,-6.4,0.584,-0.002755,
4.975,-64.4139,-6.5,-3,-0.000533,
4.98,-64.4133,-6.4,2.34,0,
4.985,-64.4109,-6.4,2.563,0.0032,
4.99,-64.4109,-6.4,1.134,0.001066,
4.995,-64.4133,-6.4,-2.303,-0.001066,
5,-64.4176,-6.5,1.566,-0.0016,
5.005,-64.4121,-6.4,1.081,0,
5.01,-64.4127,-6.5,-3.627,-0.002133,
5.015,-64.4121,-6.5,0.501,0.000533,
5.02,-64.409,-6.5,-0.035,0.003822,
5.025,-64.4121,-6.4,-1.027,-0.002755,
5.03,-64.4164,-6.5,-2.654,-0.002755,
5.035,-64.4133,-6.4,-0.196,-0.001066,
5.04,-64.4096,-6.4,4.306,0.002755,
5.045,-64.4072,-6.5,0.333,0.005422,
5.05,-64.4145,-6.4,-3.389,-0.001066,
5.055,-64.4133,-6.4,-4.068,0,
5.06,-64.4139,-6.4,2.692,-0.000533,
5.065,-64.4139,-6.5,0.357,-0.001066,
5.07,-64.4121,-6.5,0.591,0.001066,
5.075,-64.4139,-6.4,1.871,-0.000533,
5.08,-64.4127,-6.5,-2.031,0,
5.085,-64.4133,-6.4,1.576,-0.000533,
5.09,-64.4121,-6.5,2.153,-0.000533,
5.095,-64.4133,-6.5,-1.985,0.000533,
5.1,-64.4139,-6.4,1.732,0,
5.105,-64.4133,-6.4,2.043,-0.001066,
5.11,-64.4133,-6.5,-2.007,0,
5.115,-64.4133,-6.4,1.998,-0.001066,
5.12,-64.4133,-6.5,3.456,-0.000533,
5.125,-64.4133,-6.4,-0.143,-0.001066,
5.13,-64.4109,-6.4,1.281,0.0032,
5.135,-64.4103,-6.4,6.239,0.005955,
5.14,-64.4158,-6.4,0.291,-0.002755,
5.145,-64.4115,-6.4,1.024,0.000533,
5.15,-64.4109,-6.5,-2.703,0.0016,
5.155,-64.4151,-6.4,2.272,0.000622,
5.16,-64.4151,-6.4,1.971,-0.000533,
5.165,-64.4145,-6.4,1.118,-0.001066,
5.17,-64.4127,-6.4,-1.367,-0.000533,
5.175,-64.4145,-6.4,0.263,-0.000533,
5.18,-64.4139,-6.5,4.251,0.003288,
5.185,-64.4121,-6.4,4.372,0.003288,
5.19,-64.4121,-6.5,-0.752,0.001066,
5.195,-64.4145,-6.5,-0.162,-0.003733,
5.2,-64.4145,-6.5,0.915,-0.002133,
5.205,-64.4139,-6.4,5.579,-0.002133,
5.21,-64.409,-6.4,2.904,0.003822,
5.215,-64.4109,-6.4,2.805,0,
5.22,-64.4066,-6.5,2.134,0.004888,
5.225,-64.4084,-6.4,-0.688,-0.002666,
5.23,-64.3981,-6.4,0.033,0.0032,
5.235,-64.3883,-6.3,2.952,0,
5.24,-64.3462,-6.4,-1.772,0.008622,
5.245,-64.2717,-6.5,0.781,0.016266,
5.25,-64.1722,-6.4,-3.245,0.020088,
5.255,-64.0605,-6.4,2.907,0.022311,
5.26,-63.9464,-6.5,1.974,0.027111,
5.265,-63.839,-6.4,1.179,0.021155,
5.27,-63.7438,-6.4,-3.87,0.020533,
5.275,-63.654,-6.4,0.651,0.014133,
5.28,-63.5625,-6.4,-1.542,0.022755,
5.285,-63.4673,-6.3,1.191,0.017866,
5.29,-63.3562,-6.3,-4.198,0.020622,
5.295,-63.2311,-6.3,1.897,0.025422,
5.3,-63.0864,-6.3,-4.35,0.029866,
5.305,-62.9234,-6.3,1.091,0.029866,
5.31,-62.7428,-6.3,2.478,0.036888,
5.315,-62.5603,-6.3,0.598,0.034666,
5.32,-62.3644,-6.3,3.335,0.039022,
5.325,-62.1715,-6.3,3.345,0.039555,
5.33,-61.9713,-6.3,0.777,0.040177,
5.335,-61.7693,-6.3,3.315,0.038488,
5.34,-61.5624,-6.3,-0.955,0.043911,
5.345,-61.353,-6.2,3.503,0.042844,
5.35,-61.14,-6.3,-2.881,0.041244,
5.355,-60.9166,-6.2,1.738,0.045066,
5.36,-60.6847,-6.2,0.493,0.0488,
5.365,-60.4448,-6.3,6.01,0.053155,
5.37,-60.1964,-6.2,-1.824,0.052622,
5.375,-59.9407,-6.2,3.711,0.050933,
5.38,-59.6715,-6.2,-1.852,0.055288,
5.385,-59.4042,-6.2,0.397,0.051466,
5.39,-59.1191,-6.2,-4.37,0.058577,
5.395,-58.8304,-6.2,2.414,0.057511,
5.4,-58.5326,-6.2,0.036,0.060177,
5.405,-58.2359,-6.1,0.442,0.057511,
5.41,-57.9289,-6.2,-1.486,0.062399,
