Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
2.695,-64.4011,-6.4,0.793,-0.0016,
2.7,-64.4005,-6.5,-1.501,-0.002133,
2.705,-64.3999,-6.5,1.004,0.002133,
2.71,-64.3999,-6.5,1.899,0.0016,
2.715,-64.3987,-6.4,1.815,0.001066,
2.72,-64.3981,-6.4,0.632,0.002133,
2.725,-64.3987,-6.4,-0.181,-0.001155,
2.73,-64.4011,-6.5,-4.19,-0.001066,
2.735,-64.4005,-6.4,2.228,-0.002755,
2.74,-64.3974,-6.5,-2.417,0.001688,
2.745,-64.3987,-6.4,1.624,0.0016,
2.75,-64.3981,-6.4,-2.236,0.002133,
2.755,-64.4005,-6.4,0.414,0,
2.76,-64.4011,-6.4,-3.237,-0.0016,
2.765,-64.4042,-6.4,-2.857,-0.002222,
2.77,-64.4011,-6.5,-0.248,-0.000533,
2.775,-64.4005,-6.4,2.181,0.001066,
2.78,-64.3999,-6.4,-0.072,0.000533,
2.785,-64.3999,-6.4,-1.598,0.000533,
2.79,-64.3993,-6.5,-3.842,-0.001066,
2.795,-64.4005,-6.5,-5.638,-0.003288,
2.8,-64.4005,-6.5,-4.432,0.001066,
2.805,-64.4005,-6.4,3.647,0.001066,
2.81,-64.3993,-6.5,1.171,0.004888,
2.815,-64.3981,-6.4,1.217,0.002133,
2.82,-64.3987,-6.4,0.293,0.003733,
2.825,-64.4017,-6.4,1.871,0,
2.83,-64.3993,-6.4,2.856,0.005955,
2.835,-64.4035,-6.4,4.81,-0.000533,
2.84,-64.3999,-6.5,-0.667,-0.001066,
2.845,-64.4035,-6.4,-0.715,0.000622,
2.85,-64.4005,-6.4,1.14,-0.001066,
2.855,-64.4011,-6.5,0.963,0,
2.86,-64.3968,-6.5,2.877,0.003822,
2.865,-64.3993,-6.4,-1.484,0,
2.87,-64.3981,-6.5,0.923,0.0032,
2.875,-64.4017,-6.4,0.62,-0.001066,
2.88,-64.4023,-6.4,-1.915,-0.003733,
2.885,-64.4005,-6.5,-0.697,-0.000533,
2.89,-64.3968,-6.4,-2.05,0.002755,
2.895,-64.4042,-6.5,3.931,-0.002755,
2.9,-64.3962,-6.4,4.594,0.005422,
2.905,-64.3981,-6.4,1.448,0.002133,
2.91,-64.3999,-6.5,-0.663,-0.002755,
2.915,-64.3987,-6.5,-2.237,0.000533,
2.92,-64.3999,-6.4,-2.075,-0.001066,
2.925,-64.4005,-6.4,-1.37,-0.0016,
2.93,-64.4005,-6.5,-2.274,-0.003822,
2.935,-64.3987,-6.4,1.308,0.001066,
2.94,-64.4005,-6.5,0.018,-0.000533,
2.945,-64.3987,-6.4,0.83,0.003733,
2.95,-64.3956,-6.4,2.13,0.003288,
2.955,-64.4005,-6.4,3.22,-0.000533,
2.96,-64.3962,-6.5,-0.233,0.002755,
2.965,-64.3987,-6.5,-2.038,-0.000533,
2.97,-64.3999,-6.4,-0.774,-0.003822,
2.975,-64.3956,-6.4,1.432,0.001066,
2.98,-64.3974,-6.5,2.038,0.001688,
2.985,-64.3987,-6.5,0.207,0.000533,
2.99,-64.3956,-6.5,2.228,0.004355,
2.995,-64.3962,-6.4,2.473,0.005955,
3,-64.3956,-6.5,-1.223,0.002755,
3.005,-64.3962,-6.4,2.258,0.003822,
3.01,-64.4035,-6.5,-5.197,-0.003733,
3.015,-64.4005,-6.5,-2.112,-0.002755,
3.02,-64.4005,-6.5,0.71,0.000533,
3.025,-64.4011,-6.4,-1.19,0,
3.03,-64.3981,-6.4,-0.248,0.003733,
3.035,-64.3987,-6.4,-0.113,0.001066,
3.04,-64.3981,-6.5,-1.763,0.002133,
3.045,-64.3974,-6.5,0.099,0.002222,
3.05,-64.3993,-6.4,2.57,0.002133,
3.055,-64.3993,-6.4,-0.08,0.000533,
3.06,-64.4017,-6.4,2.161,-0.000533,
3.065,-64.4035,-6.5,3.669,-0.000533,
3.07,-64.3993,-6.4,-1.969,0.000533,
3.075,-64.4005,-6.4,-0.982,0,
3.08,-64.4017,-6.5,0.59,-0.0016,
3.085,-64.3981,-6.5,-1.592,0.002666,
3.09,-64.4005,-6.5,0.957,0,
3.095,-64.3956,-6.4,1.455,0.0016,
3.1,-64.4054,-6.5,-6.186,-0.005422,
3.105,-64.4176,-6.5,-0.536,-0.003822,
3.11,-64.4719,-6.6,-2.943,-0.015199,
3.115,-64.6196,-6.7,-1.561,-0.037422,
3.12,-64.8796,-6.7,-3.742,-0.059111,
3.125,-65.2416,-6.9,1.068,-0.077066,
3.13,-65.7164,-7.2,-3.763,-0.100355,
3.135,-66.27,-7.2,-2.898,-0.118311,
3.14,-66.8816,-7.2,-3.988,-0.123733,
3.145,-67.5218,-7.8,0.588,-0.128533,
3.15,-68.1633,-9,0.241,-0.127999,
3.155,-68.7908,-10.3,0.662,-0.124266,
3.16,-69.3919,-11.7,6.894,-0.114399,
3.165,-69.9425,-13.2,0.787,-0.108533,
3.17,-70.4405,-21.8,9.202,-0.087288,
3.175,-70.703,-34.1,25.592,-0.021688,
3.18,-70.7134,-33.7,2.081,0.005955,
3.185,-70.6944,-32.2,0.512,0.003822,
3.19,-70.7097,-33.2,-5.841,-0.005955,
3.195,-70.7274,-34.5,0.702,-0.003822,
3.2,-70.7274,-35,-2.762,0.000533,
3.205,-70.7213,-34.8,-2.313,0.002133,
3.21,-70.7079,-33.8,2.507,0.0016,
3.215,-70.6542,-30.2,2.433,0.015111,
3.22,-70.5467,-24.1,-2.585,0.024977,
3.225,-70.4149,-18.4,-1.661,0.027111,
3.23,-70.2562,-14.1,1.091,0.034755,
3.235,-70.0365,-12.3,6.754,0.051022,
3.24,-69.6959,-11.3,2.81,0.078133,
3.245,-69.2101,-10.4,4.655,0.108444,
3.25,-68.5851,-9.6,4.257,0.131288,
3.255,-67.8868,-8.9,-0.264,0.144355,
3.26,-67.1623,-7.9,-1.218,0.144888,
3.265,-66.4549,-7.2,-3.692,0.138933,
3.27,-65.8232,-6.4,-5.253,0.118844,
3.275,-65.3056,-6.3,-3.53,0.0928,
3.28,-64.915,-6.6,-1.936,0.068888,
3.285,-64.6452,-6.7,-3.949,0.046133,
3.29,-64.4841,-6.6,-2.154,0.024977,
3.295,-64.4139,-6.5,-1.529,0.007111,
3.3,-64.409,-6.3,4.766,0.003288,
3.305,-64.4078,-6.4,3.084,0.003822,
3.31,-64.4066,-6.4,1.578,0.0016,
3.315,-64.406,-6.4,3.698,0.003822,
3.32,-64.4072,-6.4,-0.438,0.0016,
3.325,-64.4115,-6.4,1.392,-0.001066,
3.33,-64.4121,-6.4,-0.088,-0.002222,
3.335,-64.4078,-6.4,0.167,0.001066,
3.34,-64.409,-6.4,-1.463,-0.002133,
3.345,-64.4072,-6.4,1.982,0.0016,
3.35,-64.406,-6.4,3.118,0.002666,
3.355,-64.4078,-6.4,-0.318,-0.001066,
3.36,-64.4066,-6.5,-2.474,0,
3.365,-64.4066,-6.5,-0.093,-0.001066,
3.37,-64.4066,-6.5,2.192,-0.000533,
3.375,-64.4066,-6.4,-1.209,0,
3.38,-64.4066,-6.4,1.46,0.001066,
3.385,-64.4066,-6.5,-0.255,0,
3.39,-64.4066,-6.4,-1.788,0.000533,
3.395,-64.4066,-6.5,-0.174,0.002133,
3.4,-64.4103,-6.5,0.254,-0.001155,
3.405,-64.406,-6.4,-0.152,0.000533,
3.41,-64.409,-6.4,-0.576,0,
3.415,-64.4066,-6.5,-2.038,0.000533,
3.42,-64.406,-6.5,0.374,0.0016,
3.425,-64.406,-6.5,-3.881,0.000533,
3.43,-64.4066,-6.5,-3.725,0,
3.435,-64.406,-6.5,0.308,0.0016,
3.44,-64.406,-6.5,1.027,0.0016,
3.445,-64.4066,-6.4,-1.047,0,
3.45,-64.406,-6.4,1.608,0.002666,
3.455,-64.4078,-6.5,-0.757,-0.001066,
3.46,-64.409,-6.4,1.329,-0.001066,
3.465,-64.409,-6.5,0.177,0.000533,
3.47,-64.4066,-6.5,0.317,0.001066,
3.475,-64.4066,-6.4,2.373,0.001066,
3.48,-64.4078,-6.5,0.913,-0.001066,
3.485,-64.4066,-6.4,-1.995,-0.000533,
3.49,-64.4084,-6.5,-0.032,0.001688,
3.495,-64.409,-6.4,-2.902,0.001155,
3.5,-64.4084,-6.5,-3.449,-0.002133,
3.505,-64.4072,-6.4,-1.607,0.000533,
3.51,-64.4078,-6.4,-2.284,0.000533,
3.515,-64.4084,-6.5,1.397,-0.000533,
3.52,-64.409,-6.5,2.223,-0.001066,
3.525,-64.4084,-6.5,1.739,0.001688,
3.53,-64.4121,-6.4,-2.237,-0.002222,
3.535,-64.4121,-6.5,-1.276,-0.005422,
3.54,-64.4078,-6.4,-1.982,-0.0016,
3.545,-64.4103,-6.5,1.915,0,
3.55,-64.409,-6.4,0.057,-0.0016,
3.555,-64.4103,-6.5,-1.885,-0.003288,
3.56,-64.4084,-6.4,0.968,-0.0016,
3.565,-64.4078,-6.4,-1.144,0.002222,
3.57,-64.4096,-6.4,-0.323,-0.002666,
3.575,-64.4096,-6.4,4.41,0.000622,
3.58,-64.406,-6.4,1.35,0.001066,
3.585,-64.4121,-6.4,-1.778,-0.003822,
3.59,-64.4103,-6.4,-3.764,-0.002755,
3.595,-64.4066,-6.4,-3.791,0,
3.6,-64.4072,-6.4,-3.413,0,
3.605,-64.4066,-6.4,-0.363,-0.000533,
3.61,-64.406,-6.5,-1.057,0.000533,
3.615,-64.4066,-6.5,-0.273,0.004355,
3.62,-64.4066,-6.5,-0.391,-0.000533,
3.625,-64.406,-6.5,-2.417,0.0016,
3.63,-64.4066,-6.5,-2.066,0.001066,
3.635,-64.4072,-6.4,0.043,0.002133,
3.64,-64.406,-6.4,-3.294,0.000533,
3.645,-64.4072,-6.5,-0.943,0.000533,
3.65,-64.4078,-6.4,2.264,0.001066,
3.655,-64.4072,-6.5,1.2,0.002755,
3.66,-64.4072,-6.5,4.688,0.002755,
3.665,-64.4066,-6.4,2.351,0.003288,
3.67,-64.4072,-6.4,1.281,-0.000533,
3.675,-64.409,-6.4,-1.948,-0.002133,
3.68,-64.4084,-6.4,0.459,0,
3.685,-64.409,-6.4,-1.668,-0.001066,
3.69,-64.406,-6.4,-2.126,0,
3.695,-64.4066,-6.4,0.61,0,
3.7,-64.4066,-6.5,-0.944,0.001066,
3.705,-64.4084,-6.4,-0.311,-0.0016,
3.71,-64.4078,-6.4,0.605,0.000533,
3.715,-64.4066,-6.4,3.964,0.000533,
3.72,-64.4066,-6.5,-0.139,0.003288,
3.725,-64.4084,-6.5,0.572,0.001066,
3.73,-64.4078,-6.4,-2.312,-0.001066,
3.735,-64.4072,-6.4,-1.054,-0.000533,
3.74,-64.4078,-6.5,0.332,0.002222,
3.745,-64.406,-6.4,0.648,0.002666,
3.75,-64.4066,-6.4,0.063,0.001066,
3.755,-64.4066,-6.4,0.93,0.002133,
3.76,-64.4078,-6.4,-0.224,0,
3.765,-64.4115,-6.5,-1.123,-0.002755,
3.77,-64.4109,-6.5,2.74,-0.002222,
3.775,-64.409,-6.4,-1.572,0.002755,
3.78,-64.4121,-6.5,1.138,0,
3.785,-64.4066,-6.4,0.906,0.002133,
3.79,-64.4084,-6.5,-1.143,0.001688,
3.795,-64.4066,-6.4,3.318,0.003288,
3.8,-64.4115,-6.5,-5.822,-0.004888,
3.805,-64.4273,-6.4,-4.104,-0.005955,
3.81,-64.4774,-6.6,-0.001,-0.012444,
3.815,-64.6233,-6.7,-4.51,-0.035288,
3.82,-64.8802,-6.8,-2.398,-0.062399,
3.825,-65.2416,-7,-4.629,-0.080888,
3.83,-65.7103,-7.3,-3.017,-0.098222,
3.835,-66.2688,-7.1,-2.544,-0.117244,
3.84,-66.8834,-7.3,-2.527,-0.125333,
3.845,-67.5243,-7.9,-0.485,-0.128088,
3.85,-68.167,-9.1,-1.863,-0.129155,
3.855,-68.7926,-10.4,3.337,-0.122044,
3.86,-69.3907,-11.9,2.826,-0.114488,
3.865,-69.9443,-13.3,3.335,-0.105244,
3.87,-70.4399,-21.8,7.143,-0.090577,
3.875,-70.7048,-34.3,12.522,-0.025511,
3.88,-70.7127,-33.8,2.013,0.006044,
3.885,-70.692,-32.3,1.418,0.004355,
3.89,-70.7115,-33.2,-4.895,-0.005422,
3.895,-70.7317,-34.6,3.394,-0.003822,
3.9,-70.728,-35.1,2.663,0.002755,
3.905,-70.7182,-34.9,-0.212,0.003822,
3.91,-70.706,-33.9,2.343,0.003822,
3.915,-70.6548,-30.2,0.664,0.012444,
3.92,-70.551,-24.2,0.725,0.021155,
3.925,-70.4149,-18.5,-0.766,0.027111,
3.93,-70.2574,-14.2,-1.69,0.032533,
3.935,-70.0359,-12.4,8.047,0.055288,
3.94,-69.6953,-11.4,6.892,0.0808,
3.945,-69.2088,-10.5,8.527,0.109599,
3.95,-68.5857,-9.7,2.699,0.131288,
3.955,-67.8868,-9,0.697,0.143822,
3.96,-67.1636,-8,2.427,0.145333,
3.965,-66.4574,-7.2,-3.044,0.136177,
3.97,-65.8214,-6.5,-4.402,0.121511,
3.975,-65.302,-6.2,-5.159,0.096,
3.98,-64.9083,-6.6,-3.361,0.069955,
3.985,-64.6336,-6.7,-4.943,0.0472,
3.99,-64.4676,-6.6,-4.064,0.025511,
3.995,-64.3962,-6.5,-3.083,0.008711,
4,-64.3981,-6.2,9.445,0.002133,
4.005,-64.3999,-6.4,1.637,0.000533,
4.01,-64.3956,-6.4,4.43,0.004355,
4.015,-64.3962,-6.4,0.689,0.000533,
4.02,-64.3987,-6.4,-2.751,-0.001155,
4.025,-64.3993,-6.5,2.967,-0.000533,
4.03,-64.3956,-6.4,5.978,0.001066,
4.035,-64.3956,-6.4,0.941,0.002222,
4.04,-64.395,-6.4,1.241,0.002133,
4.045,-64.3962,-6.4,4.064,0.001066,
4.05,-64.3968,-6.4,-3.104,-0.0016,
4.055,-64.395,-6.5,-0.63,0,
4.06,-64.3956,-6.5,-3.951,-0.000533,
4.065,-64.395,-6.4,-2.127,0.001066,
4.07,-64.3956,-6.4,0.536,0,
4.075,-64.3956,-6.4,-1.324,-0.000533,
4.08,-64.3968,-6.4,0.625,0.000533,
4.085,-64.3987,-6.4,3.681,0,
4.09,-64.395,-6.4,1.121,0.001066,
4.095,-64.3956,-6.5,3.208,0.002755,
4.1,-64.3956,-6.4,3.838,0.000533,
4.105,-64.3981,-6.4,0.004,0,
4.11,-64.3956,-6.5,-1.869,-0.000533,
4.115,-64.395,-6.5,-1.81,0.001066,
4.12,-64.395,-6.5,0.362,0,
4.125,-64.3962,-6.4,-1.186,0.000533,
4.13,-64.3981,-6.4,-0.431,-0.002222,
4.135,-64.3993,-6.4,-0.176,-0.003822,
4.14,-64.3962,-6.5,1.841,0.001066,
4.145,-64.3962,-6.5,0.582,0.003288,
4.15,-64.3956,-6.5,0.606,0,
4.155,-64.3999,-6.4,-0.205,-0.003288,
4.16,-64.3968,-6.4,2.902,0.001688,
4.165,-64.3956,-6.4,0.629,0.003288,
4.17,-64.395,-6.5,-0.367,0.0016,
4.175,-64.3968,-6.5,-1.861,0,
4.18,-64.395,-6.4,1.678,0.002755,
4.185,-64.3956,-6.4,-0.423,-0.000533,
4.19,-64.395,-6.4,-1.267,0.004355,
4.195,-64.395,-6.4,0.628,0.003822,
4.2,-64.395,-6.5,-0.227,0,
4.205,-64.3956,-6.4,1.806,0.002755,
4.21,-64.3974,-6.5,-1.43,0.000622,
4.215,-64.3987,-6.4,-4.268,-0.001155,
4.22,-64.3987,-6.5,-2.412,0,
4.225,-64.3987,-6.5,0.956,-0.000533,
4.23,-64.395,-6.5,-1.952,0,
4.235,-64.3956,-6.5,0.813,0,
4.24,-64.3956,-6.5,2.856,0.0016,
4.245,-64.3962,-6.4,-2.948,-0.001066,
4.25,-64.3926,-6.5,-1.026,0.003733,
4.255,-64.395,-6.4,-0.255,0.0016,
4.26,-64.3956,-6.5,0.372,0.001066,
4.265,-64.395,-6.5,-0.676,0.003288,
4.27,-64.3968,-6.5,-7.973,-0.000533,
4.275,-64.3981,-6.4,3.558,0.0016,
4.28,-64.3974,-6.5,2.659,-0.0016,
4.285,-64.395,-6.4,-1.593,0,
4.29,-64.3974,-6.4,1.121,0.001688,
4.295,-64.395,-6.4,-0.686,0.003288,
4.3,-64.395,-6.4,-0.989,0.000533,
4.305,-64.3987,-6.5,-4.506,-0.002222,
4.31,-64.3962,-6.5,0.989,0.003822,
4.315,-64.3981,-6.5,-0.432,-0.001688,
4.32,-64.3987,-6.5,-4.443,-0.002222,
4.325,-64.3981,-6.4,-3.213,-0.002755,
4.33,-64.395,-6.4,0.166,0.003288,
4.335,-64.3981,-6.4,0.419,-0.001688,
4.34,-64.3968,-6.4,-3.163,-0.0016,
4.345,-64.3968,-6.4,-3.883,-0.0016,
4.35,-64.3962,-6.5,-0.612,0.000533,
4.355,-64.4011,-6.4,-3.267,-0.005422,
4.36,-64.3962,-6.5,-1.183,-0.001066,
4.365,-64.3962,-6.4,2.45,0.002222,
4.37,-64.3993,-6.4,1.036,-0.001688,
4.375,-64.3968,-6.4,3.027,0.001688,
4.38,-64.3962,-6.4,-1.875,-0.001066,
4.385,-64.395,-6.5,-0.289,0,
4.39,-64.395,-6.4,-2.172,0.002133,
4.395,-64.3962,-6.4,-1.746,-0.0016,
4.4,-64.395,-6.4,-0.65,0,
4.405,-64.3974,-6.4,-2.358,-0.001066,
4.41,-64.4011,-6.4,-1.842,-0.003288,
4.415,-64.395,-6.4,1.056,0.000533,
4.42,-64.395,-6.4,0.491,0.004888,
4.425,-64.395,-6.5,5.208,0.004888,
4.43,-64.3999,-6.4,-5.057,-0.002755,
4.435,-64.3956,-6.4,5.082,0.003288,
4.44,-64.3993,-6.4,-0.945,-0.001688,
4.445,-64.3962,-6.4,0.874,0.001066,
4.45,-64.3974,-6.5,-1.015,-0.0016,
4.455,-64.3968,-6.4,1.344,0.001688,
4.46,-64.395,-6.5,2.482,0.001066,
4.465,-64.395,-6.4,0.656,0.002133,
4.47,-64.3968,-6.4,-0.453,0.000533,
4.475,-64.3962,-6.5,-0.581,0,
4.48,-64.3987,-6.5,-3.155,-0.002222,
4.485,-64.395,-6.4,1.762,0.002755,
4.49,-64.3968,-6.4,3.393,0.001688,
4.495,-64.3968,-6.4,2.504,0.000533,
4.5,-64.4005,-6.5,-7.853,-0.004888,
4.505,-64.4158,-6.5,-6.081,-0.005511,
4.51,-64.4725,-6.6,-0.941,-0.016266,
4.515,-64.6178,-6.7,-7.218,-0.033688,
4.52,-64.8772,-6.8,-4.07,-0.053155,
4.525,-65.2501,-7,-2.338,-0.0792,
4.53,-65.7176,-7.3,-2.682,-0.100888,
4.535,-66.2712,-7.1,-3.797,-0.115555,
4.54,-66.8846,-7.3,-2.076,-0.124177,
4.545,-67.5231,-8,-1.38,-0.127022,
4.55,-68.1639,-9.2,-1.361,-0.127466,
4.555,-68.7914,-10.6,-2.301,-0.124266,
4.56,-69.3883,-12,1.558,-0.115555,
4.565,-69.9419,-13.5,1.741,-0.106933,
4.57,-70.4387,-21.8,7.509,-0.091111,
4.575,-70.7091,-34.3,12.493,-0.027111,
4.58,-70.7109,-33.9,3.743,0.008177,
4.585,-70.7012,-32.5,-4.346,-0.004355,
4.59,-70.7103,-33.3,-2.077,0,
4.595,-70.7292,-34.7,-2.14,-0.005422,
4.6,-70.7274,-35.1,-0.784,0.000533,
4.605,-70.7189,-34.9,-0.09,0.002133,
4.61,-70.7073,-34.1,2.181,0.0016,
4.615,-70.6554,-30.4,-2.178,0.013511,
4.62,-70.5547,-24.4,-0.726,0.018933,
4.625,-70.4179,-18.6,-0.669,0.028799,
4.63,-70.2605,-14.4,2.833,0.0336,
4.635,-70.0383,-12.5,7.593,0.053155,
4.64,-69.7008,-11.4,3.739,0.078666,
4.645,-69.2088,-10.6,7.921,0.110133,
4.65,-68.5887,-9.7,4.731,0.132977,
4.655,-67.8911,-9,3.07,0.144266,
4.66,-67.1666,-8.1,1.595,0.145422,
4.665,-66.4598,-7.3,-2.457,0.138933,
4.67,-65.8263,-6.6,-3.333,0.120444,
4.675,-65.3056,-6.2,-4.631,0.095555,
4.68,-64.9095,-6.5,-1.767,0.068355,
4.685,-64.6355,-6.7,-4.475,0.047733,
4.69,-64.4701,-6.6,-5.405,0.026044,
4.695,-64.3993,-6.4,-0.933,0.009155,
4.7,-64.3993,-6.2,4.229,0,
4.705,-64.3956,-6.4,0.658,0.004355,
4.71,-64.395,-6.4,2.873,0.003288,
4.715,-64.3993,-6.4,-3.256,-0.001066,
4.72,-64.3981,-6.5,1.445,0.0016,
4.725,-64.3956,-6.4,0.793,0.002755,
4.73,-64.3956,-6.4,-2.892,0.000533,
4.735,-64.4005,-6.4,4.244,-0.001066,
4.74,-64.3974,-6.4,1.849,0.001155,
4.745,-64.3968,-6.4,0.123,0.001688,
4.75,-64.3956,-6.5,2.589,0.002222,
4.755,-64.3974,-6.5,-3.928,-0.0016,
4.76,-64.3981,-6.5,2.682,-0.002755,
4.765,-64.3956,-6.4,2.76,0.004355,
4.77,-64.3962,-6.4,0.849,0.000533,
4.775,-64.395,-6.5,2.743,0.005422,
4.78,-64.3981,-6.4,-2.792,-0.001688,
4.785,-64.3993,-6.4,1.657,0.000533,
4.79,-64.395,-6.4,-1.117,0.002755,
4.795,-64.3987,-6.5,0.325,0,
4.8,-64.3981,-6.4,-3.457,0,
4.805,-64.3987,-6.4,-1.381,-0.000533,
4.81,-64.3968,-6.4,-0.734,0.001688,
4.815,-64.3962,-6.4,-0.769,-0.001066,
4.82,-64.3987,-6.5,0.37,0.000533,
4.825,-64.3956,-6.4,3.309,0.004355,
4.83,-64.3993,-6.4,0.041,-0.000533,
4.835,-64.3981,-6.4,-1.591,0,
4.84,-64.3956,-6.4,-0.387,0.0016,
4.845,-64.3962,-6.4,0.458,0.001688,
4.85,-64.3968,-6.5,2.457,0.001688,
4.855,-64.3962,-6.4,-0.511,0.001688,
4.86,-64.3968,-6.4,-1.023,0.000533,
4.865,-64.3981,-6.4,-0.623,-0.000622,
4.87,-64.395,-6.4,0.474,0.003288,
4.875,-64.3968,-6.4,1.184,0.003288,
4.88,-64.3974,-6.4,4.221,0.002222,
4.885,-64.395,-6.5,2.028,0.004888,
4.89,-64.3974,-6.4,1.048,-0.000533,
4.895,-64.3956,-6.4,-2.533,0.004355,
4.9,-64.3987,-6.5,-1.301,-0.003822,
4.905,-64.3956,-6.4,-1.872,-0.000533,
4.91,-64.3956,-6.4,3.938,0.002222,
4.915,-64.4005,-6.4,-3.787,-0.004888,
4.92,-64.4005,-6.5,-0.726,-0.004888,
4.925,-64.3981,-6.5,-0.913,-0.000622,
4.93,-64.3999,-6.4,2.147,0.0016,
4.935,-64.3987,-6.5,1.329,0.001066,
4.94,-64.3974,-6.5,-1.002,-0.000533,
4.945,-64.3956,-6.4,-2.991,0.000533,
4.95,-64.3993,-6.5,-3.397,-0.001688,
4.955,-64.3981,-6.5,0.043,-0.000622,
4.96,-64.4005,-6.5,2.811,-0.002133,
4.965,-64.3974,-6.4,-0.816,-0.0016,
4.97,-64.3993,-6.4,-5.318,-0.003822,
4.975,-64.3981,-6.5,4.296,0.000533,
4.98,-64.395,-6.5,2.567,0.002133,
4.985,-64.3987,-6.5,-0.78,-0.002755,
4.99,-64.3999,-6.4,-3.059,-0.003288,
4.995,-64.395,-6.4,-0.771,0.0016,
5,-64.3956,-6.5,-1.738,0.000533,
5.005,-64.3981,-6.4,-2.039,-0.002755,
5.01,-64.4023,-6.5,0.045,-0.0032,
5.015,-64.3987,-6.4,-3.372,-0.003288,
5.02,-64.4005,-6.4,-3.577,-0.005422,
5.025,-64.3993,-6.4,-0.423,-0.001688,
5.03,-64.3993,-6.4,-3.125,-0.003822,
5.035,-64.3968,-6.4,-0.697,-0.001066,
5.04,-64.3968,-6.4,0.696,0.000533,
5.045,-64.3987,-6.4,-1.701,-0.002222,
5.05,-64.3956,-6.4,0.503,0.004355,
5.055,-64.3987,-6.4,1.923,0.000533,
5.06,-64.3956,-6.4,4.023,0.003822,
5.065,-64.3962,-6.5,0.064,0.000533,
5.07,-64.4005,-6.4,1.977,-0.002755,
5.075,-64.3987,-6.4,-0.906,0.002133,
5.08,-64.3962,-6.4,1.118,0,
5.085,-64.3987,-6.5,-1.119,0.000533,
5.09,-64.3974,-6.4,-3.285,-0.000533,
5.095,-64.395,-6.5,4.267,0.005422,
5.1,-64.395,-6.5,-3.038,0.002755,
5.105,-64.3974,-6.5,-2.137,-0.000533,
5.11,-64.3999,-6.4,-1.882,-0.0016,
5.115,-64.3987,-6.4,-1.656,-0.001688,
5.12,-64.3962,-6.4,-2.815,0.002755,
5.125,-64.395,-6.5,1.921,0.002755,
5.13,-64.3956,-6.4,-0.547,0.0016,
5.135,-64.3981,-6.4,-5.837,-0.002222,
5.14,-64.3974,-6.4,1.59,0.002222,
5.145,-64.3956,-6.5,0.152,0.004888,
5.15,-64.3981,-6.5,2.557,0.002666,
5.155,-64.3968,-6.5,4.05,0.002755,
5.16,-64.3987,-6.5,1.645,0.0016,
5.165,-64.3974,-6.5,-1.525,0.000622,
5.17,-64.3993,-6.4,-0.661,-0.001066,
5.175,-64.3956,-6.4,0.004,0.002755,
5.18,-64.3999,-6.5,3.044,-0.001066,
5.185,-64.3999,-6.5,-0.362,-0.002755,
5.19,-64.3962,-6.5,2.179,0.002222,
5.195,-64.3968,-6.5,-0.397,-0.0016,
5.2,-64.395,-6.5,-1.839,0.0016,
5.205,-64.3968,-6.5,1.532,0.001155,
5.21,-64.3944,-6.4,3.805,0.004355,
5.215,-64.3956,-6.4,-5.517,-0.001066,
5.22,-64.3907,-6.4,2.414,0.005422,
5.225,-64.3907,-6.4,-0.115,0.002222,
5.23,-64.3846,-6.4,4.959,0.001688,
5.235,-64.3755,-6.4,-2.621,0.001066,
5.24,-64.3346,-6.4,2.202,0.008622,
5.245,-64.254,-6.4,0.091,0.019555,
5.25,-64.1582,-6.4,1.914,0.020088,
5.255,-64.0502,-6.4,-2.322,0.020533,
5.26,-63.9372,-6.4,-0.127,0.022311,
5.265,-63.8371,-6.4,-2.692,0.016266,
5.27,-63.7346,-6.4,2.663,0.023288,
5.275,-63.6516,-6.4,-2.199,0.013599,
5.28,-63.5552,-6.3,-1.112,0.019466,
5.285,-63.4551,-6.3,-8.088,0.018933,
5.29,-63.3385,-6.3,2.241,0.026044,
5.295,-63.2121,-6.4,-3.585,0.021777,
5.3,-63.0632,-6.4,1.109,0.029866,
5.305,-62.8984,-6.3,-4.435,0.031466,
5.31,-62.7165,-6.3,4.748,0.040177,
5.315,-62.5292,-6.4,-2.525,0.037955,
5.32,-62.3326,-6.3,1.28,0.039644,
5.325,-62.1379,-6.4,-4.512,0.034755,
5.33,-61.9365,-6.3,3.645,0.041777,
5.335,-61.7455,-6.3,-0.589,0.040088,
5.34,-61.5428,-6.3,5.298,0.048266,
5.345,-61.3451,-6.2,-1.296,0.040088,
5.35,-61.1284,-6.2,7.516,0.044444,
5.355,-60.9026,-6.3,-1.017,0.044444,
5.36,-60.6603,-6.2,1.926,0.049866,
5.365,-60.4186,-6.2,-1.62,0.048266,
5.37,-60.1634,-6.2,0.818,0.054311,
5.375,-59.9083,-6.2,-1.99,0.049955,
5.38,-59.6398,-6.2,1.088,0.055822,
5.385,-59.3669,-6.2,-2.361,0.052622,
5.39,-59.0874,-6.1,5.326,0.058577,
5.395,-58.8023,-6.1,-1.912,0.055377,
5.4,-58.5088,-6.1,0.785,0.060177,
5.405,-58.206,-6.2,-0.204,0.060266,
5.41,-57.899,-6.2,1.786,0.061866,
5.415,-57.581,-6.1,1.025,0.066222,
5.42,-57.263,-6.1,2.011,0.063555,
