Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0.97,-64.0306,-6.6,0.73,-0.008622,
0.975,-64.0794,-6.6,-4.017,-0.010844,
0.98,-64.1033,-6.6,5.258,-0.002755,
0.985,-64.1216,-6.5,-4.033,-0.004888,
0.99,-64.1197,-6.6,1.576,0.001155,
0.995,-64.1252,-6.5,1.337,0,
1,-64.1264,-6.6,-2.33,-0.000533,
1.005,-64.1692,-6.7,-5.417,-0.011377,
1.01,-64.298,-6.6,-7.347,-0.033155,
1.015,-64.5189,-6.6,-3.052,-0.052088,
1.02,-64.8375,-6.6,-0.153,-0.071111,
1.025,-65.2422,-6.7,-1.626,-0.087911,
1.03,-65.7189,-6.9,0.118,-0.096088,
1.035,-66.2731,-7.3,-4.555,-0.115644,
1.04,-66.8657,-7.4,-2.636,-0.122044,
1.045,-67.4877,-7.3,1.634,-0.124799,
1.05,-68.1188,-8,1.035,-0.127555,
1.055,-68.7492,-9.1,0.187,-0.125866,
1.06,-69.3614,-10.5,1.646,-0.120977,
1.065,-69.9272,-11.9,-1.811,-0.112799,
1.07,-70.4363,-21,6.531,-0.0928,
1.075,-70.7048,-33.4,14.564,-0.027111,
1.08,-70.7073,-32.9,-0.048,0.008622,
1.085,-70.6908,-31.5,-1.479,0.0032,
1.09,-70.7054,-32.3,-1.846,-0.0032,
1.095,-70.7256,-33.7,-1.587,-0.004888,
1.1,-70.7274,-34.1,-1.484,-0.000533,
1.105,-70.7158,-33.9,4.417,0.003288,
1.11,-70.7054,-33.1,2.056,0.001066,
1.115,-70.6548,-29.6,2.298,0.014044,
1.12,-70.5461,-23.6,1.368,0.025511,
1.125,-70.4143,-17.8,3.245,0.027644,
1.13,-70.2507,-13.6,-0.21,0.035288,
1.135,-70.0353,-11.6,6.117,0.0488,
1.14,-69.6971,-10.7,2.761,0.079733,
1.145,-69.2082,-9.7,9.012,0.110133,
1.15,-68.5851,-9.1,2.489,0.130755,
1.155,-67.888,-8.2,2.536,0.143288,
1.16,-67.1629,-7.3,0.622,0.145422,
1.165,-66.4568,-6.6,-4.77,0.136711,
1.17,-65.8226,-6.2,-5.286,0.117777,
1.175,-65.3026,-6.4,-0.589,0.096,
1.18,-64.9053,-6.6,-1.877,0.069955,
1.185,-64.6288,-6.6,-5.873,0.048266,
1.19,-64.4597,-6.4,-6.435,0.023911,
1.195,-64.3889,-6.5,-5.329,0.008177,
1.2,-64.3907,-6.4,4.199,0.000533,
1.205,-64.3932,-6.4,2.299,0.0016,
1.21,-64.3926,-6.4,-5.68,0.002133,
1.215,-64.3938,-6.4,-0.461,0.001066,
1.22,-64.3938,-6.4,-3.497,0.001066,
1.225,-64.3926,-6.4,-1.134,0.002666,
1.23,-64.3932,-6.5,1.14,0.0016,
1.235,-64.395,-6.4,2.954,0.001066,
1.24,-64.395,-6.4,-1.948,-0.001066,
1.245,-64.3907,-6.4,-0.927,0.003822,
1.25,-64.395,-6.5,-1.861,0,
1.255,-64.3938,-6.4,0.464,0.001066,
1.26,-64.395,-6.5,2.467,-0.000533,
1.265,-64.3926,-6.4,-0.444,0.001066,
1.27,-64.395,-6.4,2.679,0,
1.275,-64.395,-6.5,-1.116,-0.001066,
1.28,-64.3938,-6.5,-1.192,0.001066,
1.285,-64.3907,-6.4,-0.667,0.002755,
1.29,-64.395,-6.5,1.899,0,
1.295,-64.395,-6.5,1.247,0,
1.3,-64.3938,-6.5,-2.871,0.001066,
1.305,-64.3932,-6.5,0.031,0.0016,
1.31,-64.395,-6.5,1.217,-0.002133,
1.315,-64.3938,-6.5,-1.899,-0.001066,
1.32,-64.3956,-6.5,-2.687,-0.0016,
1.325,-64.3956,-6.4,-0.148,-0.000533,
1.33,-64.3944,-6.4,-0.329,-0.000533,
1.335,-64.3938,-6.5,0.361,0.001066,
1.34,-64.3926,-6.4,0.757,0.001066,
1.345,-64.3926,-6.4,-2.328,-0.001688,
1.35,-64.395,-6.4,-1.286,-0.002133,
1.355,-64.3938,-6.5,0.773,0.001066,
1.36,-64.3926,-6.5,-0.225,0.001066,
1.365,-64.3895,-6.4,3.57,0.004888,
1.37,-64.3956,-6.4,0.012,-0.000533,
1.375,-64.3938,-6.5,-0.658,0.001066,
1.38,-64.3938,-6.4,0.116,0,
1.385,-64.3938,-6.4,-0.337,0.001066,
1.39,-64.3938,-6.4,-2.212,-0.001066,
1.395,-64.395,-6.4,1.076,0,
1.4,-64.3938,-6.5,0.81,0,
1.405,-64.3883,-6.4,-2.705,0.001066,
1.41,-64.3907,-6.4,-3.677,0.002755,
1.415,-64.3883,-6.5,0.564,0.004355,
1.42,-64.3926,-6.4,1.847,0.002133,
1.425,-64.395,-6.4,-1.755,0,
1.43,-64.3938,-6.4,-0.632,0.001066,
1.435,-64.3895,-6.4,-2.054,0.003822,
1.44,-64.3938,-6.5,4.046,0,
1.445,-64.3938,-6.4,0.219,-0.001066,
1.45,-64.395,-6.4,-1.974,0,
1.455,-64.3907,-6.4,1.136,0.003822,
1.46,-64.3926,-6.5,0.297,0.002133,
1.465,-64.3907,-6.5,-4.595,0.001688,
1.47,-64.3938,-6.4,-4.615,0,
1.475,-64.3956,-6.4,-0.869,-0.005422,
1.48,-64.395,-6.4,-2.205,0,
1.485,-64.3932,-6.5,0.028,0.0016,
1.49,-64.3938,-6.4,-0.372,0.001066,
1.495,-64.395,-6.5,0.406,0,
1.5,-64.3938,-6.5,1.656,-0.001066,
1.505,-64.3938,-6.5,-1.155,0.001066,
1.51,-64.395,-6.4,0.665,0,
1.515,-64.395,-6.5,-1.756,0,
1.52,-64.395,-6.4,-0.655,-0.001066,
1.525,-64.3962,-6.5,-2.203,-0.0032,
1.53,-64.395,-6.4,-0.235,-0.001066,
1.535,-64.395,-6.5,0.94,0,
1.54,-64.395,-6.4,0.826,0,
1.545,-64.3926,-6.4,2.11,0.002133,
1.55,-64.395,-6.5,-0.299,0,
1.555,-64.3956,-6.5,-2.442,-0.002666,
1.56,-64.3926,-6.5,0.724,0.002133,
1.565,-64.3895,-6.4,0.54,0.004888,
1.57,-64.3938,-6.4,-1.186,0.001066,
1.575,-64.395,-6.5,1.898,-0.001066,
1.58,-64.395,-6.5,-5.053,-0.003822,
1.585,-64.3907,-6.4,0.657,0.001688,
1.59,-64.3883,-6.5,6.418,0.004888,
1.595,-64.3907,-6.5,-0.916,0.001688,
1.6,-64.3907,-6.4,1.493,0.002755,
1.605,-64.3926,-6.4,-0.693,0.001066,
1.61,-64.3938,-6.5,0.381,0.001066,
1.615,-64.3938,-6.4,1.35,0,
1.62,-64.3938,-6.5,-2.584,0,
1.625,-64.3944,-6.5,-1.262,-0.000533,
1.63,-64.3895,-6.4,-1.144,0.004355,
1.635,-64.395,-6.4,-2.96,0,
1.64,-64.395,-6.5,0.963,0,
1.645,-64.3907,-6.5,0.732,0.003822,
1.65,-64.395,-6.4,0.825,0.001066,
1.655,-64.395,-6.4,1.936,0,
1.66,-64.395,-6.4,0.491,0,
1.665,-64.395,-6.4,3.164,-0.001066,
1.67,-64.395,-6.4,-2.07,0,
1.675,-64.3926,-6.5,1.661,0.001066,
1.68,-64.395,-6.5,0.47,-0.002133,
1.685,-64.395,-6.4,1.653,-0.000533,
1.69,-64.395,-6.4,-0.857,-0.001066,
1.695,-64.395,-6.4,-1.298,-0.002133,
1.7,-64.3974,-6.5,-3.388,-0.002133,
1.705,-64.4145,-6.5,1.777,-0.005422,
1.71,-64.4701,-6.6,-2.46,-0.017955,
1.715,-64.6202,-6.6,-2.551,-0.037955,
1.72,-64.8815,-6.7,-4.953,-0.059733,
1.725,-65.2501,-6.8,-3.501,-0.081955,
1.73,-65.7182,-7.1,-4.619,-0.100888,
1.735,-66.2724,-7.3,-5.227,-0.115555,
1.74,-66.8822,-7.1,-1.364,-0.125333,
1.745,-67.5169,-7.6,1.812,-0.126399,
1.75,-68.159,-8.5,-0.268,-0.130755,
1.755,-68.7865,-9.9,-0.682,-0.123199,
1.76,-69.3865,-11.3,0.94,-0.118311,
1.765,-69.9449,-12.7,4.034,-0.105244,
1.77,-70.4418,-21.5,4.537,-0.090133,
1.775,-70.706,-33.8,12.404,-0.024888,
1.78,-70.7103,-33.4,0.498,0.005422,
1.785,-70.6957,-32,-0.812,0,
1.79,-70.7109,-32.8,-6.18,-0.007022,
1.795,-70.7292,-34.3,0.123,-0.004355,
1.8,-70.7274,-34.7,-0.639,0.002666,
1.805,-70.7237,-34.5,-4.881,-0.001066,
1.81,-70.7054,-33.5,0.646,0.002755,
1.815,-70.6548,-29.9,0.892,0.014044,
1.82,-70.548,-23.9,1.403,0.023822,
1.825,-70.4155,-18.2,-0.384,0.026577,
1.83,-70.2556,-13.9,-1.499,0.0336,
1.835,-70.0359,-12,4.848,0.0504,
1.84,-69.6983,-11,7.715,0.078666,
1.845,-69.2082,-10.2,4.431,0.107466,
1.85,-68.5857,-9.4,2.977,0.131288,
1.855,-67.8868,-8.6,2.337,0.143288,
1.86,-67.1629,-7.7,-1.412,0.143822,
1.865,-66.4549,-6.9,-3.991,0.1384,
1.87,-65.8214,-6.3,-3.529,0.121511,
1.875,-65.3008,-6.2,-5.609,0.0944,
1.88,-64.9095,-6.6,-6.214,0.068888,
1.885,-64.6324,-6.7,-2.598,0.0472,
1.89,-64.464,-6.5,-5.276,0.029777,
1.895,-64.3993,-6.5,-5.963,0.002666,
1.9,-64.3956,-6.3,3.187,0,
1.905,-64.3968,-6.5,0.333,0,
1.91,-64.3999,-6.4,-1.59,-0.000533,
1.915,-64.3956,-6.4,2.16,0.0016,
1.92,-64.3956,-6.4,-0.658,0,
1.925,-64.3944,-6.4,0.334,-0.003822,
1.93,-64.3993,-6.4,0.31,-0.003288,
1.935,-64.3883,-6.4,6.206,0.010311,
1.94,-64.395,-6.4,-1.492,0.001066,
1.945,-64.395,-6.5,-2.251,-0.001066,
1.95,-64.395,-6.4,0.886,0.000533,
1.955,-64.3956,-6.4,-0.286,-0.000533,
1.96,-64.3956,-6.4,-1.05,-0.000533,
1.965,-64.3956,-6.5,-0.637,-0.000533,
1.97,-64.395,-6.4,-0.659,0,
1.975,-64.3968,-6.5,-0.007,0.001155,
1.98,-64.3956,-6.5,-2.729,-0.000533,
1.985,-64.3956,-6.4,-1.336,-0.000533,
1.99,-64.3956,-6.4,1.238,-0.000533,
1.995,-64.3944,-6.4,-1.086,0.002133,
2,-64.395,-6.5,0.032,0,
2.005,-64.395,-6.4,0.883,0,
2.01,-64.3956,-6.4,0.324,0.000533,
2.015,-64.3962,-6.5,0.073,0.001066,
2.02,-64.3962,-6.5,0.557,-0.001066,
2.025,-64.3956,-6.5,0.146,0,
2.03,-64.3956,-6.4,0.87,0,
2.035,-64.395,-6.5,-1.728,0,
2.04,-64.3956,-6.5,0.428,0.002755,
2.045,-64.3956,-6.5,-3.515,-0.000533,
2.05,-64.3981,-6.4,0.765,0.001066,
2.055,-64.395,-6.4,-1.628,0.000533,
2.06,-64.3956,-6.4,0.276,0,
2.065,-64.3987,-6.5,0.011,-0.002222,
2.07,-64.395,-6.4,1.284,0.000533,
2.075,-64.3956,-6.5,-1.499,0,
2.08,-64.3968,-6.5,-0.233,-0.0016,
2.085,-64.3962,-6.4,1.584,0.002755,
2.09,-64.3956,-6.5,2.946,0.000533,
2.095,-64.3956,-6.4,-0.029,-0.000533,
2.1,-64.3962,-6.5,1.698,0,
2.105,-64.3974,-6.5,-0.185,-0.002133,
2.11,-64.395,-6.5,-1.881,0.000533,
2.115,-64.3974,-6.5,3.377,0,
2.12,-64.3938,-6.4,-0.213,0.001066,
2.125,-64.3962,-6.5,0.913,0.001688,
2.13,-64.3938,-6.4,-0.079,0.001066,
2.135,-64.3938,-6.4,-1.112,0.001066,
2.14,-64.3956,-6.4,-3.229,0,
2.145,-64.395,-6.5,0.613,0.0016,
2.15,-64.3956,-6.5,-2.431,-0.000533,
2.155,-64.3962,-6.5,-1.733,-0.001066,
2.16,-64.3944,-6.5,1.584,0.002133,
2.165,-64.3956,-6.4,-2.284,0.000533,
2.17,-64.3956,-6.5,-1.688,-0.000533,
2.175,-64.395,-6.5,2.059,0,
2.18,-64.3956,-6.4,0.336,-0.000533,
2.185,-64.395,-6.4,-0.925,0,
2.19,-64.3962,-6.4,-0.689,-0.000533,
2.195,-64.3956,-6.5,3.206,0.002755,
2.2,-64.3974,-6.5,1.756,-0.001066,
2.205,-64.3956,-6.5,-0.486,-0.000533,
2.21,-64.395,-6.4,1.33,0.001066,
2.215,-64.3938,-6.5,1.886,0.0016,
2.22,-64.3956,-6.5,-0.015,0.000533,
2.225,-64.3944,-6.4,-0.919,0.000533,
2.23,-64.3944,-6.5,-0.926,0.000533,
2.235,-64.3956,-6.5,0.398,0.000533,
2.24,-64.3968,-6.4,-1.075,-0.001066,
2.245,-64.3974,-6.4,-1.164,-0.0016,
2.25,-64.395,-6.5,1.163,0.000533,
2.255,-64.3968,-6.5,-0.84,-0.0016,
2.26,-64.3944,-6.5,2.041,0.0016,
2.265,-64.3938,-6.5,-0.699,0.001066,
2.27,-64.3962,-6.4,-1.314,-0.001066,
2.275,-64.395,-6.4,0.919,0.002133,
2.28,-64.3938,-6.5,-0.688,0.001066,
2.285,-64.3956,-6.4,-2.013,-0.0016,
2.29,-64.395,-6.5,-0.6,0,
2.295,-64.3938,-6.5,0.687,0.001066,
2.3,-64.395,-6.5,1.684,0,
2.305,-64.395,-6.5,-1.143,0.000533,
2.31,-64.3987,-6.5,-1.095,-0.003288,
2.315,-64.395,-6.5,-0.039,0,
2.32,-64.3956,-6.5,1.545,0,
2.325,-64.3956,-6.5,-0.984,-0.0016,
2.33,-64.3956,-6.5,0.494,0.000533,
2.335,-64.395,-6.4,0.116,-0.000533,
2.34,-64.3962,-6.5,0.272,-0.001066,
2.345,-64.395,-6.5,1.241,0.001066,
2.35,-64.3968,-6.5,0.051,-0.0016,
2.355,-64.3956,-6.4,-0.086,0,
2.36,-64.3974,-6.4,2.222,-0.0016,
2.365,-64.3974,-6.4,2.052,-0.001066,
2.37,-64.3926,-6.5,-0.532,0.002133,
2.375,-64.3907,-6.4,0.097,0.003822,
2.38,-64.395,-6.4,-1.099,0,
2.385,-64.395,-6.4,-0.97,-0.000533,
2.39,-64.3956,-6.5,-0.495,-0.000533,
2.395,-64.3938,-6.5,0.133,0.001066,
2.4,-64.3981,-6.5,-4.416,-0.004888,
2.405,-64.4158,-6.5,-0.067,-0.003288,
2.41,-64.4719,-6.6,0.399,-0.0168,
2.415,-64.6184,-6.6,-4.105,-0.036355,
2.42,-64.8772,-6.7,-4.499,-0.058044,
2.425,-65.2452,-6.9,-2.496,-0.079733,
2.43,-65.7152,-7.2,-5.601,-0.100355,
2.435,-66.2712,-7.3,-0.757,-0.115022,
2.44,-66.8852,-7.2,-1.916,-0.126933,
2.445,-67.52,-7.7,-1.382,-0.128622,
2.45,-68.1633,-8.8,-2.559,-0.131288,
2.455,-68.7926,-10.2,2.337,-0.123199,
2.46,-69.3907,-11.6,2.833,-0.116088,
2.465,-69.9468,-13,2.337,-0.108533,
2.47,-70.4411,-21.7,3.003,-0.088977,
2.475,-70.7048,-34,16.413,-0.023288,
2.48,-70.7085,-33.5,1.212,0.007022,
2.485,-70.6999,-32.2,-2.669,-0.005422,
2.49,-70.7103,-33.1,-3.118,-0.002666,
2.495,-70.7268,-34.4,2.278,0.000533,
2.5,-70.7274,-34.9,3.154,0.000533,
2.505,-70.7189,-34.7,-0.639,0.002133,
2.51,-70.7073,-33.8,3.53,0.002133,
2.515,-70.6529,-30.1,3.783,0.016266,
2.52,-70.551,-24.1,1.028,0.021155,
2.525,-70.4186,-18.4,-5.224,0.024888,
2.53,-70.2562,-14,-0.4,0.0336,
2.535,-70.0377,-12.2,1.979,0.048266,
2.54,-69.699,-11.2,2.896,0.078044,
2.545,-69.207,-10.3,5.088,0.110666,
2.55,-68.5845,-9.6,5.05,0.135022,
2.555,-67.8868,-8.7,2.823,0.142666,
2.56,-67.1593,-7.8,1.19,0.147555,
2.565,-66.4543,-7,-2.718,0.140533,
2.57,-65.8251,-6.4,-4.558,0.116622,
2.575,-65.3044,-6.3,-8.327,0.093866,
2.58,-64.9114,-6.6,-4.876,0.068355,
2.585,-64.6361,-6.7,-6.86,0.047733,
2.59,-64.4737,-6.6,-5.004,0.026044,
2.595,-64.3993,-6.5,-3.459,0.009777,
2.6,-64.3999,-6.3,5.334,0.002133,
2.605,-64.4011,-6.4,-2.253,-0.000533,
2.61,-64.4017,-6.4,-2.002,-0.002133,
2.615,-64.3993,-6.4,-3.08,-0.000533,
2.62,-64.3981,-6.4,-6.111,0.000533,
2.625,-64.4011,-6.4,-0.282,-0.000533,
2.63,-64.3968,-6.5,-2.645,0.002222,
2.635,-64.3993,-6.4,0.17,0.002133,
2.64,-64.4005,-6.4,4.909,0.002133,
2.645,-64.4005,-6.5,-3.551,-0.001066,
2.65,-64.3981,-6.4,-5.969,-0.001688,
2.655,-64.4005,-6.5,-0.844,0,
2.66,-64.3962,-6.4,-2.876,0.000533,
2.665,-64.4005,-6.5,-3.37,-0.001066,
2.67,-64.3993,-6.4,1.557,0.001066,
2.675,-64.3993,-6.4,0.856,0.001066,
2.68,-64.395,-6.4,1.498,0.004888,
2.685,-64.4005,-6.4,-1.86,-0.003288,
2.69,-64.3987,-6.4,0.513,0.001066,
